t_local_s,timestamp,power_W,util_pct,mem_used_MB,mem_total_MB
0.012,2025/09/23 17:47:02.977,70.6,0.0,21399.0,24564.0
0.113,2025/09/23 17:47:03.078,66.5,0.0,21403.0,24564.0
0.213,2025/09/23 17:47:03.179,87.1,58.0,21403.0,24564.0
0.314,2025/09/23 17:47:03.280,108.0,58.0,21403.0,24564.0
0.415,2025/09/23 17:47:03.381,129.0,98.0,21403.0,24564.0
0.516,2025/09/23 17:47:03.482,150.0,98.0,21403.0,24564.0
0.617,2025/09/23 17:47:03.583,171.1,98.0,21403.0,24564.0
0.718,2025/09/23 17:47:03.684,181.3,98.0,21403.0,24564.0
0.819,2025/09/23 17:47:03.785,190.0,98.0,21403.0,24564.0
0.919,2025/09/23 17:47:03.885,197.5,98.0,21403.0,24564.0
1.020,2025/09/23 17:47:03.986,204.0,98.0,21403.0,24564.0
1.120,2025/09/23 17:47:04.087,294.0,98.0,21403.0,24564.0
1.221,2025/09/23 17:47:04.187,294.0,98.0,21403.0,24564.0
1.322,2025/09/23 17:47:04.288,294.5,98.0,21403.0,24564.0
1.422,2025/09/23 17:47:04.388,294.7,98.0,21403.0,24564.0
1.523,2025/09/23 17:47:04.489,294.6,98.0,21403.0,24564.0
1.623,2025/09/23 17:47:04.589,294.6,98.0,21403.0,24564.0
1.724,2025/09/23 17:47:04.690,294.5,98.0,21403.0,24564.0
1.825,2025/09/23 17:47:04.791,294.6,98.0,21403.0,24564.0
1.925,2025/09/23 17:47:04.891,294.5,98.0,21403.0,24564.0
2.026,2025/09/23 17:47:04.992,294.5,98.0,21403.0,24564.0
2.126,2025/09/23 17:47:05.092,294.5,98.0,21403.0,24564.0
2.227,2025/09/23 17:47:05.193,294.5,98.0,21403.0,24564.0
2.327,2025/09/23 17:47:05.294,293.4,98.0,21403.0,24564.0
2.428,2025/09/23 17:47:05.394,293.5,95.0,21403.0,24564.0
2.529,2025/09/23 17:47:05.495,293.6,95.0,21403.0,24564.0
2.629,2025/09/23 17:47:05.595,293.8,98.0,21403.0,24564.0
2.730,2025/09/23 17:47:05.696,293.8,98.0,21403.0,24564.0
2.831,2025/09/23 17:47:05.797,293.9,98.0,21403.0,24564.0
2.931,2025/09/23 17:47:05.897,294.2,98.0,21403.0,24564.0
3.032,2025/09/23 17:47:05.998,294.4,98.0,21403.0,24564.0
3.137,2025/09/23 17:47:06.099,294.5,98.0,21403.0,24564.0
3.238,2025/09/23 17:47:06.204,294.7,98.0,21403.0,24564.0
3.339,2025/09/23 17:47:06.305,295.8,98.0,21403.0,24564.0
3.439,2025/09/23 17:47:06.405,295.8,98.0,21403.0,24564.0
3.540,2025/09/23 17:47:06.506,295.9,98.0,21403.0,24564.0
3.640,2025/09/23 17:47:06.606,295.8,98.0,21403.0,24564.0
3.741,2025/09/23 17:47:06.707,295.8,98.0,21403.0,24564.0
3.841,2025/09/23 17:47:06.807,295.8,98.0,21403.0,24564.0
3.942,2025/09/23 17:47:06.908,295.6,98.0,21403.0,24564.0
4.042,2025/09/23 17:47:07.008,295.4,98.0,21403.0,24564.0
4.143,2025/09/23 17:47:07.109,295.3,98.0,21403.0,24564.0
4.243,2025/09/23 17:47:07.210,295.0,98.0,21403.0,24564.0
4.344,2025/09/23 17:47:07.310,294.9,98.0,21403.0,24564.0
4.444,2025/09/23 17:47:07.411,294.4,98.0,21403.0,24564.0
4.545,2025/09/23 17:47:07.511,295.4,96.0,21403.0,24564.0
4.646,2025/09/23 17:47:07.612,295.5,96.0,21403.0,24564.0
4.746,2025/09/23 17:47:07.712,295.5,98.0,21403.0,24564.0
4.847,2025/09/23 17:47:07.813,295.5,98.0,21403.0,24564.0
4.947,2025/09/23 17:47:07.913,295.5,98.0,21403.0,24564.0
5.048,2025/09/23 17:47:08.014,295.5,98.0,21403.0,24564.0
5.148,2025/09/23 17:47:08.114,295.5,98.0,21403.0,24564.0
5.249,2025/09/23 17:47:08.215,295.7,98.0,21403.0,24564.0
5.349,2025/09/23 17:47:08.315,295.8,98.0,21403.0,24564.0
5.450,2025/09/23 17:47:08.416,295.9,98.0,21403.0,24564.0
5.551,2025/09/23 17:47:08.517,296.1,98.0,21403.0,24564.0
5.652,2025/09/23 17:47:08.617,294.9,98.0,21403.0,24564.0
5.752,2025/09/23 17:47:08.718,294.7,98.0,21403.0,24564.0
5.853,2025/09/23 17:47:08.819,294.7,98.0,21403.0,24564.0
5.954,2025/09/23 17:47:08.920,294.6,98.0,21403.0,24564.0
6.055,2025/09/23 17:47:09.021,294.5,98.0,21403.0,24564.0
6.156,2025/09/23 17:47:09.122,294.5,98.0,21403.0,24564.0
6.256,2025/09/23 17:47:09.223,294.4,98.0,21403.0,24564.0
6.357,2025/09/23 17:47:09.323,294.3,98.0,21403.0,24564.0
6.458,2025/09/23 17:47:09.424,294.2,98.0,21403.0,24564.0
6.558,2025/09/23 17:47:09.524,294.1,98.0,21403.0,24564.0
6.659,2025/09/23 17:47:09.625,293.4,98.0,21403.0,24564.0
6.759,2025/09/23 17:47:09.725,293.8,96.0,21403.0,24564.0
6.860,2025/09/23 17:47:09.826,294.0,96.0,21403.0,24564.0
6.960,2025/09/23 17:47:09.927,294.1,98.0,21403.0,24564.0
7.061,2025/09/23 17:47:10.027,294.3,98.0,21403.0,24564.0
7.162,2025/09/23 17:47:10.128,294.5,98.0,21403.0,24564.0
7.262,2025/09/23 17:47:10.228,294.8,98.0,21403.0,24564.0
7.363,2025/09/23 17:47:10.329,294.9,98.0,21403.0,24564.0
7.463,2025/09/23 17:47:10.430,295.0,98.0,21403.0,24564.0
7.564,2025/09/23 17:47:10.530,295.2,98.0,21403.0,24564.0
7.665,2025/09/23 17:47:10.631,295.4,98.0,21403.0,24564.0
7.765,2025/09/23 17:47:10.731,296.4,98.0,21403.0,24564.0
7.866,2025/09/23 17:47:10.832,296.2,98.0,21403.0,24564.0
7.966,2025/09/23 17:47:10.932,296.3,98.0,21403.0,24564.0
8.067,2025/09/23 17:47:11.033,296.2,98.0,21403.0,24564.0
8.168,2025/09/23 17:47:11.134,296.0,98.0,21403.0,24564.0
8.268,2025/09/23 17:47:11.234,295.9,98.0,21403.0,24564.0
8.369,2025/09/23 17:47:11.335,295.7,98.0,21403.0,24564.0
8.470,2025/09/23 17:47:11.435,295.7,98.0,21403.0,24564.0
8.570,2025/09/23 17:47:11.536,295.6,98.0,21403.0,24564.0
8.671,2025/09/23 17:47:11.637,295.6,98.0,21403.0,24564.0
8.772,2025/09/23 17:47:11.738,295.6,98.0,21403.0,24564.0
8.873,2025/09/23 17:47:11.839,294.9,98.0,21405.0,24564.0
8.974,2025/09/23 17:47:11.940,296.6,96.0,21405.0,24564.0
9.075,2025/09/23 17:47:12.041,296.5,96.0,21405.0,24564.0
9.176,2025/09/23 17:47:12.142,296.7,98.0,21405.0,24564.0
9.277,2025/09/23 17:47:12.243,296.9,98.0,21405.0,24564.0
9.377,2025/09/23 17:47:12.344,297.1,98.0,21405.0,24564.0
9.478,2025/09/23 17:47:12.444,297.2,98.0,21405.0,24564.0
9.579,2025/09/23 17:47:12.545,297.2,98.0,21405.0,24564.0
9.679,2025/09/23 17:47:12.645,297.4,98.0,21405.0,24564.0
9.780,2025/09/23 17:47:12.746,297.4,98.0,21405.0,24564.0
9.880,2025/09/23 17:47:12.847,297.2,98.0,21405.0,24564.0
9.981,2025/09/23 17:47:12.947,297.8,98.0,21405.0,24564.0
10.082,2025/09/23 17:47:13.048,295.7,98.0,21405.0,24564.0
10.182,2025/09/23 17:47:13.148,295.5,98.0,21405.0,24564.0
10.283,2025/09/23 17:47:13.249,295.2,98.0,21405.0,24564.0
10.383,2025/09/23 17:47:13.349,295.0,98.0,21405.0,24564.0
10.484,2025/09/23 17:47:13.450,294.8,98.0,21405.0,24564.0
10.585,2025/09/23 17:47:13.551,294.5,98.0,21405.0,24564.0
10.685,2025/09/23 17:47:13.651,294.3,98.0,21405.0,24564.0
10.786,2025/09/23 17:47:13.752,294.1,98.0,21405.0,24564.0
10.886,2025/09/23 17:47:13.853,294.0,98.0,21405.0,24564.0
10.987,2025/09/23 17:47:13.953,294.0,98.0,21405.0,24564.0
11.088,2025/09/23 17:47:14.054,294.1,98.0,21405.0,24564.0
11.188,2025/09/23 17:47:14.154,293.5,95.0,21405.0,24564.0
11.289,2025/09/23 17:47:14.255,293.7,95.0,21405.0,24564.0
11.390,2025/09/23 17:47:14.356,294.1,98.0,21405.0,24564.0
11.491,2025/09/23 17:47:14.457,294.4,98.0,21405.0,24564.0
11.592,2025/09/23 17:47:14.558,294.6,98.0,21405.0,24564.0
11.693,2025/09/23 17:47:14.658,294.8,98.0,21405.0,24564.0
11.794,2025/09/23 17:47:14.759,295.0,98.0,21405.0,24564.0
11.894,2025/09/23 17:47:14.860,295.3,98.0,21405.0,24564.0
11.995,2025/09/23 17:47:14.961,295.6,98.0,21405.0,24564.0
12.095,2025/09/23 17:47:15.061,295.8,98.0,21405.0,24564.0
12.196,2025/09/23 17:47:15.162,295.9,98.0,21405.0,24564.0
12.296,2025/09/23 17:47:15.263,296.9,98.0,21405.0,24564.0
12.397,2025/09/23 17:47:15.363,296.9,98.0,21405.0,24564.0
12.498,2025/09/23 17:47:15.464,296.7,98.0,21405.0,24564.0
12.598,2025/09/23 17:47:15.564,296.6,98.0,21405.0,24564.0
12.699,2025/09/23 17:47:15.665,296.5,98.0,21405.0,24564.0
12.799,2025/09/23 17:47:15.766,296.4,98.0,21405.0,24564.0
12.900,2025/09/23 17:47:15.866,296.4,98.0,21405.0,24564.0
13.001,2025/09/23 17:47:15.967,296.2,98.0,21405.0,24564.0
13.101,2025/09/23 17:47:16.067,296.0,98.0,21405.0,24564.0
13.202,2025/09/23 17:47:16.168,296.0,98.0,21405.0,24564.0
13.302,2025/09/23 17:47:16.268,295.8,98.0,21405.0,24564.0
13.403,2025/09/23 17:47:16.369,296.6,96.0,21405.0,24564.0
13.503,2025/09/23 17:47:16.469,296.7,96.0,21405.0,24564.0
13.604,2025/09/23 17:47:16.570,296.9,98.0,21405.0,24564.0
13.704,2025/09/23 17:47:16.671,297.0,98.0,21405.0,24564.0
13.805,2025/09/23 17:47:16.771,297.1,98.0,21405.0,24564.0
13.906,2025/09/23 17:47:16.872,297.3,98.0,21405.0,24564.0
14.006,2025/09/23 17:47:16.972,297.5,98.0,21405.0,24564.0
14.107,2025/09/23 17:47:17.073,297.7,98.0,21405.0,24564.0
14.208,2025/09/23 17:47:17.174,298.0,98.0,21405.0,24564.0
14.309,2025/09/23 17:47:17.274,298.1,98.0,21405.0,24564.0
14.410,2025/09/23 17:47:17.375,298.1,98.0,21405.0,24564.0
14.511,2025/09/23 17:47:17.476,297.3,98.0,21405.0,24564.0
14.611,2025/09/23 17:47:17.577,297.1,98.0,21405.0,24564.0
14.712,2025/09/23 17:47:17.678,297.0,98.0,21405.0,24564.0
14.813,2025/09/23 17:47:17.779,297.0,98.0,21405.0,24564.0
14.913,2025/09/23 17:47:17.880,296.9,98.0,21405.0,24564.0
15.014,2025/09/23 17:47:17.980,296.7,98.0,21405.0,24564.0
15.115,2025/09/23 17:47:18.081,296.6,98.0,21405.0,24564.0
15.215,2025/09/23 17:47:18.182,296.5,98.0,21405.0,24564.0
15.316,2025/09/23 17:47:18.282,296.4,98.0,21405.0,24564.0
15.417,2025/09/23 17:47:18.383,296.2,98.0,21405.0,24564.0
15.517,2025/09/23 17:47:18.483,296.2,98.0,21405.0,24564.0
15.618,2025/09/23 17:47:18.584,295.7,96.0,21405.0,24564.0
15.718,2025/09/23 17:47:18.684,296.0,96.0,21405.0,24564.0
15.819,2025/09/23 17:47:18.785,296.2,98.0,21405.0,24564.0
15.919,2025/09/23 17:47:18.886,296.3,98.0,21405.0,24564.0
16.020,2025/09/23 17:47:18.986,296.5,98.0,21405.0,24564.0
16.121,2025/09/23 17:47:19.087,296.7,98.0,21405.0,24564.0
16.221,2025/09/23 17:47:19.187,296.9,98.0,21405.0,24564.0
16.322,2025/09/23 17:47:19.288,296.9,98.0,21405.0,24564.0
16.423,2025/09/23 17:47:19.389,297.1,98.0,21405.0,24564.0
16.523,2025/09/23 17:47:19.489,297.2,98.0,21405.0,24564.0
16.624,2025/09/23 17:47:19.590,297.4,98.0,21405.0,24564.0
16.724,2025/09/23 17:47:19.690,298.0,98.0,21405.0,24564.0
16.825,2025/09/23 17:47:19.791,297.9,98.0,21405.0,24564.0
16.926,2025/09/23 17:47:19.892,297.7,98.0,21405.0,24564.0
17.026,2025/09/23 17:47:19.992,297.5,98.0,21405.0,24564.0
17.127,2025/09/23 17:47:20.093,297.4,98.0,21405.0,24564.0
17.228,2025/09/23 17:47:20.194,297.3,98.0,21405.0,24564.0
17.333,2025/09/23 17:47:20.295,297.1,98.0,21405.0,24564.0
17.434,2025/09/23 17:47:20.400,297.0,98.0,21405.0,24564.0
17.534,2025/09/23 17:47:20.500,297.0,98.0,21405.0,24564.0
17.635,2025/09/23 17:47:20.601,296.8,98.0,21405.0,24564.0
17.735,2025/09/23 17:47:20.701,297.7,96.0,21405.0,24564.0
17.836,2025/09/23 17:47:20.802,297.8,96.0,21405.0,24564.0
17.937,2025/09/23 17:47:20.903,298.0,98.0,21405.0,24564.0
18.037,2025/09/23 17:47:21.003,298.2,98.0,21405.0,24564.0
18.138,2025/09/23 17:47:21.104,298.3,98.0,21405.0,24564.0
18.238,2025/09/23 17:47:21.204,298.5,98.0,21405.0,24564.0
