t_local_s,timestamp,power_W,util_pct,mem_used_MB,mem_total_MB
0.010,2025/09/23 20:13:11.594,67.9,0.0,21399.0,24564.0
0.111,2025/09/23 20:13:11.695,64.2,3.0,21403.0,24564.0
0.211,2025/09/23 20:13:11.795,82.9,3.0,21403.0,24564.0
0.312,2025/09/23 20:13:11.896,102.1,97.0,21403.0,24564.0
0.413,2025/09/23 20:13:11.996,122.6,97.0,21403.0,24564.0
0.513,2025/09/23 20:13:12.097,143.4,98.0,21403.0,24564.0
0.613,2025/09/23 20:13:12.198,164.2,98.0,21403.0,24564.0
0.714,2025/09/23 20:13:12.298,174.9,98.0,21403.0,24564.0
0.814,2025/09/23 20:13:12.399,183.9,98.0,21403.0,24564.0
0.915,2025/09/23 20:13:12.499,198.2,98.0,21403.0,24564.0
1.016,2025/09/23 20:13:12.600,204.1,98.0,21403.0,24564.0
1.116,2025/09/23 20:13:12.700,288.7,98.0,21403.0,24564.0
1.217,2025/09/23 20:13:12.801,290.4,98.0,21403.0,24564.0
1.317,2025/09/23 20:13:12.901,292.1,98.0,21403.0,24564.0
1.418,2025/09/23 20:13:13.002,292.4,98.0,21403.0,24564.0
1.519,2025/09/23 20:13:13.103,292.3,98.0,21403.0,24564.0
1.624,2025/09/23 20:13:13.204,292.2,98.0,21403.0,24564.0
1.725,2025/09/23 20:13:13.309,292.1,98.0,21403.0,24564.0
1.825,2025/09/23 20:13:13.409,292.2,98.0,21403.0,24564.0
1.926,2025/09/23 20:13:13.510,292.2,98.0,21403.0,24564.0
2.026,2025/09/23 20:13:13.610,292.2,98.0,21403.0,24564.0
2.127,2025/09/23 20:13:13.711,292.3,98.0,21403.0,24564.0
2.227,2025/09/23 20:13:13.811,291.9,96.0,21403.0,24564.0
2.328,2025/09/23 20:13:13.912,291.6,96.0,21403.0,24564.0
2.428,2025/09/23 20:13:14.012,291.4,98.0,21403.0,24564.0
2.529,2025/09/23 20:13:14.113,291.4,98.0,21403.0,24564.0
2.629,2025/09/23 20:13:14.213,291.5,98.0,21403.0,24564.0
2.730,2025/09/23 20:13:14.314,291.7,98.0,21403.0,24564.0
2.830,2025/09/23 20:13:14.414,291.8,98.0,21403.0,24564.0
2.931,2025/09/23 20:13:14.515,291.8,98.0,21403.0,24564.0
3.031,2025/09/23 20:13:14.615,291.9,98.0,21403.0,24564.0
3.132,2025/09/23 20:13:14.716,291.9,98.0,21403.0,24564.0
3.232,2025/09/23 20:13:14.817,292.1,98.0,21403.0,24564.0
3.333,2025/09/23 20:13:14.917,292.4,98.0,21403.0,24564.0
3.433,2025/09/23 20:13:15.018,292.8,98.0,21403.0,24564.0
3.534,2025/09/23 20:13:15.118,292.9,98.0,21403.0,24564.0
3.634,2025/09/23 20:13:15.218,292.9,98.0,21403.0,24564.0
3.735,2025/09/23 20:13:15.319,292.8,98.0,21403.0,24564.0
3.835,2025/09/23 20:13:15.419,292.8,98.0,21403.0,24564.0
3.936,2025/09/23 20:13:15.520,292.7,98.0,21403.0,24564.0
4.036,2025/09/23 20:13:15.620,292.5,98.0,21403.0,24564.0
4.136,2025/09/23 20:13:15.721,292.4,98.0,21403.0,24564.0
4.237,2025/09/23 20:13:15.821,292.3,98.0,21403.0,24564.0
4.338,2025/09/23 20:13:15.922,292.2,98.0,21403.0,24564.0
4.439,2025/09/23 20:13:16.022,292.0,98.0,21403.0,24564.0
4.540,2025/09/23 20:13:16.123,292.6,98.0,21403.0,24564.0
4.641,2025/09/23 20:13:16.224,292.7,95.0,21403.0,24564.0
4.741,2025/09/23 20:13:16.325,292.8,95.0,21403.0,24564.0
4.842,2025/09/23 20:13:16.426,292.9,98.0,21403.0,24564.0
4.943,2025/09/23 20:13:16.527,292.8,98.0,21403.0,24564.0
5.043,2025/09/23 20:13:16.627,292.8,98.0,21403.0,24564.0
5.143,2025/09/23 20:13:16.728,292.9,98.0,21403.0,24564.0
5.244,2025/09/23 20:13:16.828,293.2,98.0,21403.0,24564.0
5.344,2025/09/23 20:13:16.929,293.4,98.0,21403.0,24564.0
5.445,2025/09/23 20:13:17.029,293.4,98.0,21403.0,24564.0
5.545,2025/09/23 20:13:17.130,293.6,98.0,21403.0,24564.0
5.646,2025/09/23 20:13:17.230,292.8,98.0,21403.0,24564.0
5.746,2025/09/23 20:13:17.330,292.6,98.0,21403.0,24564.0
5.847,2025/09/23 20:13:17.431,292.6,98.0,21403.0,24564.0
5.947,2025/09/23 20:13:17.531,292.5,98.0,21403.0,24564.0
6.048,2025/09/23 20:13:17.632,292.5,98.0,21403.0,24564.0
6.148,2025/09/23 20:13:17.732,292.4,98.0,21403.0,24564.0
6.249,2025/09/23 20:13:17.833,292.3,98.0,21403.0,24564.0
6.349,2025/09/23 20:13:17.933,292.2,98.0,21403.0,24564.0
6.450,2025/09/23 20:13:18.034,292.2,98.0,21403.0,24564.0
6.550,2025/09/23 20:13:18.134,292.1,98.0,21403.0,24564.0
6.651,2025/09/23 20:13:18.235,291.9,98.0,21403.0,24564.0
