t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
1.182,2025/09/20 03:44:06.914,12.99,0.00,3.00,24564.00
1.282,2025/09/20 03:44:07.015,12.99,0.00,3.00,24564.00
1.383,2025/09/20 03:44:07.116,12.99,0.00,3.00,24564.00
1.483,2025/09/20 03:44:07.217,12.99,0.00,3.00,24564.00
1.584,2025/09/20 03:44:07.317,13.31,0.00,3.00,24564.00
1.684,2025/09/20 03:44:07.418,13.31,0.00,3.00,24564.00
1.785,2025/09/20 03:44:07.518,13.31,0.00,3.00,24564.00
1.885,2025/09/20 03:44:07.619,13.31,0.00,3.00,24564.00
1.987,2025/09/20 03:44:07.720,13.31,0.00,3.00,24564.00
2.087,2025/09/20 03:44:07.820,13.31,0.00,3.00,24564.00
2.187,2025/09/20 03:44:07.921,13.31,0.00,3.00,24564.00
2.288,2025/09/20 03:44:08.021,13.31,0.00,3.00,24564.00
2.389,2025/09/20 03:44:08.122,13.31,0.00,3.00,24564.00
2.489,2025/09/20 03:44:08.222,13.31,0.00,3.00,24564.00
2.590,2025/09/20 03:44:08.323,13.54,0.00,3.00,24564.00
2.690,2025/09/20 03:44:08.423,13.54,0.00,3.00,24564.00
2.791,2025/09/20 03:44:08.524,13.54,0.00,3.00,24564.00
2.892,2025/09/20 03:44:08.625,13.54,0.00,3.00,24564.00
2.992,2025/09/20 03:44:08.725,13.54,0.00,3.00,24564.00
3.092,2025/09/20 03:44:08.826,13.54,0.00,3.00,24564.00
3.193,2025/09/20 03:44:08.926,13.54,0.00,3.00,24564.00
3.293,2025/09/20 03:44:09.027,13.54,0.00,3.00,24564.00
3.394,2025/09/20 03:44:09.127,13.54,0.00,3.00,24564.00
3.495,2025/09/20 03:44:09.228,13.54,0.00,3.00,24564.00
3.605,2025/09/20 03:44:09.328,13.40,0.00,3.00,24564.00
3.696,2025/09/20 03:44:09.429,13.40,0.00,3.00,24564.00
3.796,2025/09/20 03:44:09.529,13.40,0.00,3.00,24564.00
3.897,2025/09/20 03:44:09.630,13.40,0.00,3.00,24564.00
3.998,2025/09/20 03:44:09.731,13.40,0.00,3.00,24564.00
4.098,2025/09/20 03:44:09.831,13.40,0.00,3.00,24564.00
4.198,2025/09/20 03:44:09.932,13.40,0.00,3.00,24564.00
4.299,2025/09/20 03:44:10.032,13.40,0.00,3.00,24564.00
4.399,2025/09/20 03:44:10.133,13.40,0.00,3.00,24564.00
4.500,2025/09/20 03:44:10.233,13.40,0.00,3.00,24564.00
4.603,2025/09/20 03:44:10.334,13.12,0.00,3.00,24564.00
4.702,2025/09/20 03:44:10.435,13.12,0.00,3.00,24564.00
4.802,2025/09/20 03:44:10.535,13.12,0.00,3.00,24564.00
4.902,2025/09/20 03:44:10.636,13.12,0.00,3.00,24564.00
5.003,2025/09/20 03:44:10.736,13.12,0.00,3.00,24564.00
5.104,2025/09/20 03:44:10.837,13.12,0.00,3.00,24564.00
5.204,2025/09/20 03:44:10.938,13.12,0.00,3.00,24564.00
