t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.524,2025/09/20 05:24:33.988,140.49,94.00,15359.00,24564.00
0.625,2025/09/20 05:24:34.089,158.65,94.00,15359.00,24564.00
0.726,2025/09/20 05:24:34.189,176.36,94.00,15359.00,24564.00
0.827,2025/09/20 05:24:34.290,194.19,94.00,15359.00,24564.00
0.927,2025/09/20 05:24:34.391,199.66,94.00,15359.00,24564.00
1.027,2025/09/20 05:24:34.491,200.98,82.00,15359.00,24564.00
1.128,2025/09/20 05:24:34.592,253.75,82.00,15359.00,24564.00
1.228,2025/09/20 05:24:34.692,255.20,94.00,15359.00,24564.00
1.328,2025/09/20 05:24:34.793,257.02,94.00,15359.00,24564.00
1.429,2025/09/20 05:24:34.893,257.40,94.00,15359.00,24564.00
1.530,2025/09/20 05:24:34.994,257.32,94.00,15359.00,24564.00
1.631,2025/09/20 05:24:35.094,257.05,94.00,15359.00,24564.00
1.730,2025/09/20 05:24:35.195,256.72,94.00,15359.00,24564.00
1.832,2025/09/20 05:24:35.295,256.77,94.00,15359.00,24564.00
1.932,2025/09/20 05:24:35.396,251.62,94.00,15359.00,24564.00
2.034,2025/09/20 05:24:35.496,251.86,78.00,15359.00,24564.00
2.133,2025/09/20 05:24:35.597,256.01,78.00,15359.00,24564.00
2.233,2025/09/20 05:24:35.697,256.04,94.00,15359.00,24564.00
2.334,2025/09/20 05:24:35.798,255.95,94.00,15359.00,24564.00
2.434,2025/09/20 05:24:35.898,255.61,94.00,15359.00,24564.00
2.534,2025/09/20 05:24:35.999,255.25,94.00,15359.00,24564.00
2.635,2025/09/20 05:24:36.099,255.16,94.00,15359.00,24564.00
2.736,2025/09/20 05:24:36.200,255.09,94.00,15359.00,24564.00
2.837,2025/09/20 05:24:36.300,248.98,77.00,15359.00,24564.00
2.937,2025/09/20 05:24:36.401,249.28,77.00,15359.00,24564.00
3.038,2025/09/20 05:24:36.501,254.82,94.00,15359.00,24564.00
3.138,2025/09/20 05:24:36.602,254.84,94.00,15359.00,24564.00
3.240,2025/09/20 05:24:36.703,254.88,94.00,15359.00,24564.00
3.340,2025/09/20 05:24:36.804,254.77,94.00,15359.00,24564.00
3.441,2025/09/20 05:24:36.905,254.55,94.00,15359.00,24564.00
3.542,2025/09/20 05:24:37.006,254.57,94.00,15359.00,24564.00
3.642,2025/09/20 05:24:37.107,254.55,94.00,15361.00,24564.00
3.743,2025/09/20 05:24:37.207,251.48,94.00,15361.00,24564.00
3.843,2025/09/20 05:24:37.308,251.82,84.00,15361.00,24564.00
3.944,2025/09/20 05:24:37.408,258.19,84.00,15361.00,24564.00
4.044,2025/09/20 05:24:37.509,258.21,94.00,15361.00,24564.00
4.145,2025/09/20 05:24:37.609,257.87,94.00,15361.00,24564.00
4.245,2025/09/20 05:24:37.710,257.57,94.00,15361.00,24564.00
4.346,2025/09/20 05:24:37.810,257.18,94.00,15361.00,24564.00
4.446,2025/09/20 05:24:37.911,256.93,94.00,15361.00,24564.00
4.547,2025/09/20 05:24:38.011,256.94,94.00,15361.00,24564.00
4.648,2025/09/20 05:24:38.112,253.88,84.00,15361.00,24564.00
4.748,2025/09/20 05:24:38.212,254.23,84.00,15361.00,24564.00
4.849,2025/09/20 05:24:38.313,257.55,94.00,15361.00,24564.00
4.949,2025/09/20 05:24:38.413,257.60,94.00,15361.00,24564.00
5.049,2025/09/20 05:24:38.513,257.61,94.00,15361.00,24564.00
5.150,2025/09/20 05:24:38.614,257.34,94.00,15361.00,24564.00
5.251,2025/09/20 05:24:38.714,257.33,94.00,15361.00,24564.00
5.351,2025/09/20 05:24:38.815,257.27,94.00,15361.00,24564.00
5.451,2025/09/20 05:24:38.915,254.38,85.00,15361.00,24564.00
5.552,2025/09/20 05:24:39.016,254.32,85.00,15361.00,24564.00
5.652,2025/09/20 05:24:39.116,254.64,93.00,15361.00,24564.00
5.752,2025/09/20 05:24:39.217,258.02,93.00,15361.00,24564.00
5.853,2025/09/20 05:24:39.317,258.05,94.00,15361.00,24564.00
5.953,2025/09/20 05:24:39.418,257.77,94.00,15361.00,24564.00
6.054,2025/09/20 05:24:39.518,257.37,94.00,15361.00,24564.00
6.154,2025/09/20 05:24:39.619,256.99,94.00,15361.00,24564.00
6.255,2025/09/20 05:24:39.719,256.93,94.00,15361.00,24564.00
6.356,2025/09/20 05:24:39.820,252.99,94.00,15361.00,24564.00
6.457,2025/09/20 05:24:39.921,253.76,83.00,15361.00,24564.00
6.558,2025/09/20 05:24:40.022,257.06,83.00,15361.00,24564.00
6.659,2025/09/20 05:24:40.123,257.45,94.00,15361.00,24564.00
6.760,2025/09/20 05:24:40.224,257.40,94.00,15361.00,24564.00
6.860,2025/09/20 05:24:40.324,257.34,94.00,15361.00,24564.00
6.961,2025/09/20 05:24:40.425,256.99,94.00,15361.00,24564.00
7.061,2025/09/20 05:24:40.526,256.93,94.00,15361.00,24564.00
7.162,2025/09/20 05:24:40.626,256.99,94.00,15361.00,24564.00
7.263,2025/09/20 05:24:40.727,253.81,84.00,15361.00,24564.00
7.364,2025/09/20 05:24:40.827,254.13,84.00,15361.00,24564.00
7.463,2025/09/20 05:24:40.928,258.36,94.00,15361.00,24564.00
7.563,2025/09/20 05:24:41.028,257.90,94.00,15361.00,24564.00
7.664,2025/09/20 05:24:41.129,257.66,94.00,15361.00,24564.00
7.765,2025/09/20 05:24:41.229,257.30,94.00,15361.00,24564.00
7.866,2025/09/20 05:24:41.330,256.90,94.00,15361.00,24564.00
7.965,2025/09/20 05:24:41.430,256.68,94.00,15361.00,24564.00
8.066,2025/09/20 05:24:41.531,256.61,94.00,15361.00,24564.00
8.166,2025/09/20 05:24:41.631,253.33,94.00,15361.00,24564.00
8.268,2025/09/20 05:24:41.731,253.63,84.00,15361.00,24564.00
8.368,2025/09/20 05:24:41.832,257.15,84.00,15361.00,24564.00
8.468,2025/09/20 05:24:41.933,257.10,94.00,15361.00,24564.00
8.569,2025/09/20 05:24:42.033,257.08,94.00,15361.00,24564.00
8.670,2025/09/20 05:24:42.134,257.09,94.00,15361.00,24564.00
8.771,2025/09/20 05:24:42.234,256.91,94.00,15361.00,24564.00
8.870,2025/09/20 05:24:42.335,256.88,94.00,15361.00,24564.00
8.972,2025/09/20 05:24:42.435,256.96,94.00,15361.00,24564.00
