t_local_s,timestamp,power_W,util_pct,mem_used_MB,mem_total_MB
0.012,2025/09/23 18:53:13.483,62.2,0.0,21399.0,24564.0
0.112,2025/09/23 18:53:13.583,72.4,0.0,21403.0,24564.0
0.212,2025/09/23 18:53:13.684,85.7,84.0,21403.0,24564.0
0.313,2025/09/23 18:53:13.784,98.3,84.0,21403.0,24564.0
0.414,2025/09/23 18:53:13.885,109.6,98.0,21403.0,24564.0
0.514,2025/09/23 18:53:13.986,119.7,98.0,21403.0,24564.0
0.615,2025/09/23 18:53:14.086,128.7,98.0,21403.0,24564.0
0.715,2025/09/23 18:53:14.187,136.8,98.0,21403.0,24564.0
0.816,2025/09/23 18:53:14.287,218.7,98.0,21403.0,24564.0
0.917,2025/09/23 18:53:14.388,224.7,98.0,21403.0,24564.0
1.018,2025/09/23 18:53:14.489,229.8,98.0,21403.0,24564.0
1.119,2025/09/23 18:53:14.590,287.6,98.0,21403.0,24564.0
1.220,2025/09/23 18:53:14.691,289.1,98.0,21403.0,24564.0
1.321,2025/09/23 18:53:14.792,291.0,98.0,21403.0,24564.0
1.422,2025/09/23 18:53:14.893,291.4,98.0,21403.0,24564.0
1.522,2025/09/23 18:53:14.994,291.4,98.0,21403.0,24564.0
1.623,2025/09/23 18:53:15.094,291.3,98.0,21403.0,24564.0
1.723,2025/09/23 18:53:15.195,291.3,98.0,21403.0,24564.0
1.824,2025/09/23 18:53:15.295,291.4,98.0,21403.0,24564.0
1.925,2025/09/23 18:53:15.396,291.4,98.0,21403.0,24564.0
2.025,2025/09/23 18:53:15.496,291.4,98.0,21403.0,24564.0
2.126,2025/09/23 18:53:15.597,291.3,98.0,21403.0,24564.0
2.226,2025/09/23 18:53:15.698,291.1,98.0,21403.0,24564.0
2.327,2025/09/23 18:53:15.798,290.4,98.0,21403.0,24564.0
2.428,2025/09/23 18:53:15.899,290.4,96.0,21403.0,24564.0
2.528,2025/09/23 18:53:15.999,290.4,96.0,21403.0,24564.0
2.629,2025/09/23 18:53:16.100,290.5,98.0,21403.0,24564.0
2.729,2025/09/23 18:53:16.200,290.8,98.0,21403.0,24564.0
2.830,2025/09/23 18:53:16.301,291.2,98.0,21403.0,24564.0
2.930,2025/09/23 18:53:16.401,291.4,98.0,21403.0,24564.0
3.031,2025/09/23 18:53:16.502,291.8,98.0,21403.0,24564.0
3.131,2025/09/23 18:53:16.602,292.1,98.0,21403.0,24564.0
3.232,2025/09/23 18:53:16.703,292.6,98.0,21403.0,24564.0
3.332,2025/09/23 18:53:16.804,293.2,98.0,21403.0,24564.0
3.433,2025/09/23 18:53:16.904,294.5,98.0,21403.0,24564.0
3.533,2025/09/23 18:53:17.005,295.1,98.0,21403.0,24564.0
3.634,2025/09/23 18:53:17.105,295.6,98.0,21403.0,24564.0
3.735,2025/09/23 18:53:17.206,295.9,98.0,21403.0,24564.0
3.835,2025/09/23 18:53:17.306,296.2,98.0,21403.0,24564.0
3.936,2025/09/23 18:53:17.407,296.3,98.0,21403.0,24564.0
4.037,2025/09/23 18:53:17.508,296.6,98.0,21403.0,24564.0
4.138,2025/09/23 18:53:17.609,296.8,98.0,21403.0,24564.0
4.239,2025/09/23 18:53:17.710,297.0,98.0,21403.0,24564.0
4.340,2025/09/23 18:53:17.811,297.2,98.0,21403.0,24564.0
4.440,2025/09/23 18:53:17.912,297.2,98.0,21403.0,24564.0
4.541,2025/09/23 18:53:18.012,298.1,98.0,21403.0,24564.0
4.642,2025/09/23 18:53:18.113,298.1,96.0,21403.0,24564.0
4.742,2025/09/23 18:53:18.214,298.3,96.0,21403.0,24564.0
4.843,2025/09/23 18:53:18.314,298.6,98.0,21403.0,24564.0
4.944,2025/09/23 18:53:18.415,298.9,98.0,21403.0,24564.0
5.044,2025/09/23 18:53:18.516,299.1,98.0,21403.0,24564.0
5.145,2025/09/23 18:53:18.616,299.1,98.0,21403.0,24564.0
