t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.507,2025/09/20 04:33:59.481,118.45,94.00,15359.00,24564.00
0.610,2025/09/20 04:33:59.582,126.79,94.00,15359.00,24564.00
0.711,2025/09/20 04:33:59.685,133.99,94.00,15359.00,24564.00
0.811,2025/09/20 04:33:59.786,140.44,94.00,15359.00,24564.00
0.911,2025/09/20 04:33:59.886,145.41,94.00,15359.00,24564.00
1.014,2025/09/20 04:33:59.987,229.29,82.00,15359.00,24564.00
1.114,2025/09/20 04:34:00.089,252.42,82.00,15359.00,24564.00
1.215,2025/09/20 04:34:00.189,253.60,95.00,15359.00,24564.00
1.315,2025/09/20 04:34:00.290,254.96,95.00,15359.00,24564.00
1.416,2025/09/20 04:34:00.391,255.35,95.00,15359.00,24564.00
1.517,2025/09/20 04:34:00.491,255.20,95.00,15359.00,24564.00
1.617,2025/09/20 04:34:00.592,254.86,94.00,15359.00,24564.00
1.717,2025/09/20 04:34:00.692,254.56,94.00,15359.00,24564.00
1.818,2025/09/20 04:34:00.793,250.47,84.00,15359.00,24564.00
1.918,2025/09/20 04:34:00.893,251.50,84.00,15359.00,24564.00
2.019,2025/09/20 04:34:00.994,253.43,95.00,15359.00,24564.00
2.119,2025/09/20 04:34:01.094,256.19,95.00,15359.00,24564.00
2.220,2025/09/20 04:34:01.195,256.08,94.00,15359.00,24564.00
2.320,2025/09/20 04:34:01.295,255.82,94.00,15359.00,24564.00
2.422,2025/09/20 04:34:01.396,255.42,95.00,15359.00,24564.00
2.522,2025/09/20 04:34:01.496,255.10,95.00,15359.00,24564.00
2.622,2025/09/20 04:34:01.597,254.98,95.00,15359.00,24564.00
2.723,2025/09/20 04:34:01.698,250.95,95.00,15359.00,24564.00
2.824,2025/09/20 04:34:01.798,251.39,83.00,15359.00,24564.00
2.924,2025/09/20 04:34:01.899,255.99,83.00,15359.00,24564.00
3.026,2025/09/20 04:34:02.000,255.44,95.00,15359.00,24564.00
3.127,2025/09/20 04:34:02.101,255.50,95.00,15359.00,24564.00
3.228,2025/09/20 04:34:02.202,255.54,95.00,15359.00,24564.00
3.328,2025/09/20 04:34:02.303,255.26,95.00,15359.00,24564.00
3.428,2025/09/20 04:34:02.404,255.21,95.00,15359.00,24564.00
3.529,2025/09/20 04:34:02.504,255.13,95.00,15359.00,24564.00
3.631,2025/09/20 04:34:02.605,251.93,83.00,15361.00,24564.00
3.730,2025/09/20 04:34:02.705,252.31,83.00,15361.00,24564.00
3.831,2025/09/20 04:34:02.806,256.74,94.00,15361.00,24564.00
3.932,2025/09/20 04:34:02.907,256.69,94.00,15361.00,24564.00
4.033,2025/09/20 04:34:03.007,256.40,94.00,15361.00,24564.00
4.133,2025/09/20 04:34:03.108,255.95,94.00,15361.00,24564.00
4.234,2025/09/20 04:34:03.208,255.52,94.00,15361.00,24564.00
4.335,2025/09/20 04:34:03.309,255.08,94.00,15361.00,24564.00
4.435,2025/09/20 04:34:03.410,255.02,94.00,15361.00,24564.00
4.535,2025/09/20 04:34:03.510,251.94,94.00,15361.00,24564.00
4.636,2025/09/20 04:34:03.611,252.40,85.00,15361.00,24564.00
4.736,2025/09/20 04:34:03.711,255.94,85.00,15361.00,24564.00
4.837,2025/09/20 04:34:03.812,255.93,94.00,15361.00,24564.00
4.938,2025/09/20 04:34:03.912,255.85,94.00,15361.00,24564.00
5.038,2025/09/20 04:34:04.013,255.77,94.00,15361.00,24564.00
5.138,2025/09/20 04:34:04.113,255.59,94.00,15361.00,24564.00
5.239,2025/09/20 04:34:04.214,255.62,94.00,15361.00,24564.00
5.339,2025/09/20 04:34:04.314,255.64,94.00,15361.00,24564.00
5.440,2025/09/20 04:34:04.415,252.43,83.00,15361.00,24564.00
5.541,2025/09/20 04:34:04.515,252.52,83.00,15361.00,24564.00
5.641,2025/09/20 04:34:04.616,255.98,94.00,15361.00,24564.00
5.742,2025/09/20 04:34:04.716,255.99,94.00,15361.00,24564.00
5.842,2025/09/20 04:34:04.817,255.80,95.00,15361.00,24564.00
5.943,2025/09/20 04:34:04.917,255.55,95.00,15361.00,24564.00
6.044,2025/09/20 04:34:05.018,255.35,95.00,15361.00,24564.00
6.145,2025/09/20 04:34:05.119,255.07,95.00,15361.00,24564.00
6.246,2025/09/20 04:34:05.220,255.13,94.00,15361.00,24564.00
6.351,2025/09/20 04:34:05.321,251.58,94.00,15361.00,24564.00
6.447,2025/09/20 04:34:05.422,251.67,82.00,15361.00,24564.00
6.548,2025/09/20 04:34:05.523,255.16,82.00,15361.00,24564.00
6.648,2025/09/20 04:34:05.623,255.48,94.00,15361.00,24564.00
6.749,2025/09/20 04:34:05.724,255.32,94.00,15361.00,24564.00
6.850,2025/09/20 04:34:05.825,255.01,94.00,15361.00,24564.00
6.951,2025/09/20 04:34:05.925,254.95,94.00,15361.00,24564.00
7.051,2025/09/20 04:34:06.026,254.52,93.00,15361.00,24564.00
7.152,2025/09/20 04:34:06.126,254.37,93.00,15361.00,24564.00
7.254,2025/09/20 04:34:06.227,251.35,83.00,15361.00,24564.00
7.353,2025/09/20 04:34:06.328,251.62,83.00,15361.00,24564.00
7.454,2025/09/20 04:34:06.428,255.33,94.00,15361.00,24564.00
7.554,2025/09/20 04:34:06.529,255.57,94.00,15361.00,24564.00
7.654,2025/09/20 04:34:06.629,255.29,94.00,15361.00,24564.00
7.755,2025/09/20 04:34:06.730,254.98,94.00,15361.00,24564.00
7.856,2025/09/20 04:34:06.830,254.78,94.00,15361.00,24564.00
7.956,2025/09/20 04:34:06.931,254.65,94.00,15361.00,24564.00
8.057,2025/09/20 04:34:07.031,253.25,89.00,15361.00,24564.00
8.160,2025/09/20 04:34:07.132,251.50,89.00,15361.00,24564.00
8.258,2025/09/20 04:34:07.233,251.88,88.00,15361.00,24564.00
8.358,2025/09/20 04:34:07.333,255.26,88.00,15361.00,24564.00
8.459,2025/09/20 04:34:07.434,255.27,94.00,15361.00,24564.00
8.559,2025/09/20 04:34:07.534,255.50,94.00,15361.00,24564.00
8.660,2025/09/20 04:34:07.635,255.41,94.00,15361.00,24564.00
8.760,2025/09/20 04:34:07.735,255.46,94.00,15361.00,24564.00
8.862,2025/09/20 04:34:07.836,255.30,94.00,15361.00,24564.00
