t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.533,2025/09/20 04:58:13.342,122.07,94.00,15359.00,24564.00
0.632,2025/09/20 04:58:13.443,130.61,94.00,15359.00,24564.00
0.733,2025/09/20 04:58:13.544,138.02,94.00,15359.00,24564.00
0.835,2025/09/20 04:58:13.644,144.67,94.00,15359.00,24564.00
0.934,2025/09/20 04:58:13.745,148.56,83.00,15359.00,24564.00
1.035,2025/09/20 04:58:13.845,153.63,83.00,15359.00,24564.00
1.135,2025/09/20 04:58:13.946,246.85,92.00,15359.00,24564.00
1.237,2025/09/20 04:58:14.047,251.26,92.00,15359.00,24564.00
1.337,2025/09/20 04:58:14.148,252.77,94.00,15359.00,24564.00
1.439,2025/09/20 04:58:14.249,254.51,94.00,15359.00,24564.00
1.540,2025/09/20 04:58:14.350,254.67,94.00,15359.00,24564.00
1.640,2025/09/20 04:58:14.451,254.16,94.00,15359.00,24564.00
1.742,2025/09/20 04:58:14.551,253.89,94.00,15359.00,24564.00
1.842,2025/09/20 04:58:14.652,249.48,94.00,15359.00,24564.00
1.943,2025/09/20 04:58:14.753,250.34,82.00,15359.00,24564.00
2.043,2025/09/20 04:58:14.853,254.21,82.00,15359.00,24564.00
2.144,2025/09/20 04:58:14.954,255.24,94.00,15359.00,24564.00
2.244,2025/09/20 04:58:15.055,255.41,94.00,15359.00,24564.00
2.345,2025/09/20 04:58:15.155,255.33,94.00,15359.00,24564.00
2.446,2025/09/20 04:58:15.256,255.02,94.00,15359.00,24564.00
2.545,2025/09/20 04:58:15.356,254.77,94.00,15359.00,24564.00
2.646,2025/09/20 04:58:15.456,254.79,94.00,15359.00,24564.00
2.747,2025/09/20 04:58:15.557,251.22,83.00,15359.00,24564.00
2.847,2025/09/20 04:58:15.657,251.79,83.00,15359.00,24564.00
2.947,2025/09/20 04:58:15.758,256.73,94.00,15359.00,24564.00
3.048,2025/09/20 04:58:15.858,256.22,94.00,15359.00,24564.00
3.149,2025/09/20 04:58:15.959,256.17,94.00,15359.00,24564.00
3.249,2025/09/20 04:58:16.059,256.22,94.00,15359.00,24564.00
3.349,2025/09/20 04:58:16.160,255.96,94.00,15359.00,24564.00
3.450,2025/09/20 04:58:16.260,255.78,94.00,15359.00,24564.00
3.551,2025/09/20 04:58:16.361,255.90,95.00,15359.00,24564.00
3.652,2025/09/20 04:58:16.461,252.79,95.00,15361.00,24564.00
3.752,2025/09/20 04:58:16.562,253.19,83.00,15361.00,24564.00
3.853,2025/09/20 04:58:16.663,257.35,83.00,15361.00,24564.00
3.953,2025/09/20 04:58:16.763,257.31,94.00,15361.00,24564.00
4.054,2025/09/20 04:58:16.864,257.05,94.00,15361.00,24564.00
4.155,2025/09/20 04:58:16.964,256.69,94.00,15361.00,24564.00
4.255,2025/09/20 04:58:17.065,256.42,94.00,15361.00,24564.00
4.355,2025/09/20 04:58:17.165,256.15,94.00,15361.00,24564.00
4.456,2025/09/20 04:58:17.266,256.08,94.00,15361.00,24564.00
4.557,2025/09/20 04:58:17.367,252.38,83.00,15361.00,24564.00
4.657,2025/09/20 04:58:17.467,252.69,83.00,15361.00,24564.00
