t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.536,2025/09/20 05:50:54.439,134.91,94.00,15359.00,24564.00
0.637,2025/09/20 05:50:54.540,153.01,94.00,15359.00,24564.00
0.738,2025/09/20 05:50:54.641,170.88,94.00,15359.00,24564.00
0.838,2025/09/20 05:50:54.742,188.73,94.00,15359.00,24564.00
0.939,2025/09/20 05:50:54.842,194.59,95.00,15359.00,24564.00
1.039,2025/09/20 05:50:54.943,196.74,95.00,15359.00,24564.00
1.140,2025/09/20 05:50:55.043,253.09,84.00,15359.00,24564.00
1.241,2025/09/20 05:50:55.144,254.35,84.00,15359.00,24564.00
1.341,2025/09/20 05:50:55.244,256.09,95.00,15359.00,24564.00
1.441,2025/09/20 05:50:55.345,257.88,95.00,15359.00,24564.00
1.542,2025/09/20 05:50:55.445,258.21,95.00,15359.00,24564.00
1.642,2025/09/20 05:50:55.546,258.10,95.00,15359.00,24564.00
1.743,2025/09/20 05:50:55.646,257.82,95.00,15359.00,24564.00
1.843,2025/09/20 05:50:55.747,257.78,95.00,15359.00,24564.00
1.944,2025/09/20 05:50:55.847,254.54,84.00,15359.00,24564.00
2.044,2025/09/20 05:50:55.948,254.93,84.00,15359.00,24564.00
2.145,2025/09/20 05:50:56.048,258.66,95.00,15359.00,24564.00
2.246,2025/09/20 05:50:56.149,258.65,95.00,15359.00,24564.00
2.346,2025/09/20 05:50:56.249,258.50,95.00,15359.00,24564.00
2.447,2025/09/20 05:50:56.350,258.21,95.00,15359.00,24564.00
2.547,2025/09/20 05:50:56.450,257.87,95.00,15359.00,24564.00
2.648,2025/09/20 05:50:56.551,257.71,95.00,15359.00,24564.00
2.748,2025/09/20 05:50:56.651,257.58,95.00,15359.00,24564.00
2.849,2025/09/20 05:50:56.752,254.16,95.00,15359.00,24564.00
2.949,2025/09/20 05:50:56.852,257.76,83.00,15359.00,24564.00
3.049,2025/09/20 05:50:56.953,257.85,83.00,15359.00,24564.00
3.150,2025/09/20 05:50:57.053,257.84,95.00,15359.00,24564.00
3.251,2025/09/20 05:50:57.154,257.73,95.00,15359.00,24564.00
3.351,2025/09/20 05:50:57.254,257.52,95.00,15359.00,24564.00
3.458,2025/09/20 05:50:57.355,257.59,95.00,15359.00,24564.00
3.558,2025/09/20 05:50:57.461,256.01,95.00,15359.00,24564.00
3.659,2025/09/20 05:50:57.562,254.32,83.00,15361.00,24564.00
3.759,2025/09/20 05:50:57.662,254.73,83.00,15361.00,24564.00
3.859,2025/09/20 05:50:57.763,258.81,95.00,15361.00,24564.00
3.960,2025/09/20 05:50:57.863,258.82,95.00,15361.00,24564.00
4.061,2025/09/20 05:50:57.963,258.55,95.00,15361.00,24564.00
4.161,2025/09/20 05:50:58.064,258.11,95.00,15361.00,24564.00
4.261,2025/09/20 05:50:58.164,257.80,95.00,15361.00,24564.00
4.362,2025/09/20 05:50:58.265,257.63,95.00,15361.00,24564.00
4.462,2025/09/20 05:50:58.365,254.08,84.00,15361.00,24564.00
4.562,2025/09/20 05:50:58.466,254.57,84.00,15361.00,24564.00
4.663,2025/09/20 05:50:58.566,256.57,95.00,15361.00,24564.00
4.763,2025/09/20 05:50:58.667,258.59,95.00,15361.00,24564.00
4.864,2025/09/20 05:50:58.767,258.56,95.00,15361.00,24564.00
4.965,2025/09/20 05:50:58.867,258.68,95.00,15361.00,24564.00
5.064,2025/09/20 05:50:58.968,258.37,95.00,15361.00,24564.00
5.165,2025/09/20 05:50:59.068,258.31,95.00,15361.00,24564.00
5.266,2025/09/20 05:50:59.169,258.40,95.00,15361.00,24564.00
5.367,2025/09/20 05:50:59.270,254.73,95.00,15361.00,24564.00
5.467,2025/09/20 05:50:59.370,255.05,83.00,15361.00,24564.00
5.568,2025/09/20 05:50:59.471,259.00,83.00,15361.00,24564.00
5.668,2025/09/20 05:50:59.571,258.91,95.00,15361.00,24564.00
5.769,2025/09/20 05:50:59.672,258.81,95.00,15361.00,24564.00
5.869,2025/09/20 05:50:59.772,258.39,95.00,15361.00,24564.00
5.969,2025/09/20 05:50:59.873,258.07,95.00,15361.00,24564.00
6.070,2025/09/20 05:50:59.973,257.65,95.00,15361.00,24564.00
6.170,2025/09/20 05:51:00.074,257.66,95.00,15361.00,24564.00
6.272,2025/09/20 05:51:00.174,252.09,79.00,15361.00,24564.00
6.373,2025/09/20 05:51:00.275,252.40,79.00,15361.00,24564.00
6.474,2025/09/20 05:51:00.377,256.40,95.00,15361.00,24564.00
6.575,2025/09/20 05:51:00.477,256.43,95.00,15361.00,24564.00
6.676,2025/09/20 05:51:00.578,256.35,94.00,15361.00,24564.00
6.777,2025/09/20 05:51:00.679,256.17,94.00,15361.00,24564.00
6.877,2025/09/20 05:51:00.780,255.88,95.00,15361.00,24564.00
6.976,2025/09/20 05:51:00.880,255.95,95.00,15361.00,24564.00
7.077,2025/09/20 05:51:00.980,255.97,95.00,15361.00,24564.00
7.179,2025/09/20 05:51:01.081,253.07,95.00,15361.00,24564.00
7.279,2025/09/20 05:51:01.181,253.39,85.00,15361.00,24564.00
7.379,2025/09/20 05:51:01.282,259.30,85.00,15361.00,24564.00
7.480,2025/09/20 05:51:01.383,259.29,95.00,15361.00,24564.00
7.580,2025/09/20 05:51:01.483,259.06,95.00,15361.00,24564.00
7.681,2025/09/20 05:51:01.584,258.66,95.00,15361.00,24564.00
7.782,2025/09/20 05:51:01.684,258.44,95.00,15361.00,24564.00
7.882,2025/09/20 05:51:01.785,258.20,95.00,15361.00,24564.00
7.982,2025/09/20 05:51:01.885,258.23,95.00,15361.00,24564.00
8.086,2025/09/20 05:51:01.986,254.57,83.00,15361.00,24564.00
8.183,2025/09/20 05:51:02.086,254.88,83.00,15361.00,24564.00
8.283,2025/09/20 05:51:02.187,258.17,95.00,15361.00,24564.00
8.384,2025/09/20 05:51:02.288,258.19,95.00,15361.00,24564.00
8.485,2025/09/20 05:51:02.388,258.20,95.00,15361.00,24564.00
8.585,2025/09/20 05:51:02.489,258.22,95.00,15361.00,24564.00
8.687,2025/09/20 05:51:02.589,258.09,95.00,15361.00,24564.00
8.787,2025/09/20 05:51:02.690,258.23,95.00,15361.00,24564.00
8.887,2025/09/20 05:51:02.790,258.05,94.00,15361.00,24564.00
8.991,2025/09/20 05:51:02.891,253.18,94.00,15361.00,24564.00
9.088,2025/09/20 05:51:02.991,253.45,80.00,15361.00,24564.00
9.189,2025/09/20 05:51:03.092,257.36,80.00,15361.00,24564.00
9.289,2025/09/20 05:51:03.192,257.31,94.00,15361.00,24564.00
9.390,2025/09/20 05:51:03.292,257.20,94.00,15361.00,24564.00
9.491,2025/09/20 05:51:03.393,256.77,94.00,15361.00,24564.00
9.592,2025/09/20 05:51:03.494,256.36,94.00,15361.00,24564.00
9.693,2025/09/20 05:51:03.595,256.06,94.00,15361.00,24564.00
9.793,2025/09/20 05:51:03.696,255.26,94.00,15361.00,24564.00
9.894,2025/09/20 05:51:03.796,252.32,83.00,15361.00,24564.00
9.995,2025/09/20 05:51:03.897,252.65,83.00,15361.00,24564.00
10.095,2025/09/20 05:51:03.998,257.77,94.00,15361.00,24564.00
10.196,2025/09/20 05:51:04.099,257.75,94.00,15361.00,24564.00
10.297,2025/09/20 05:51:04.199,257.78,94.00,15361.00,24564.00
10.400,2025/09/20 05:51:04.300,257.59,94.00,15361.00,24564.00
10.497,2025/09/20 05:51:04.400,257.26,95.00,15361.00,24564.00
10.598,2025/09/20 05:51:04.501,257.28,95.00,15361.00,24564.00
10.698,2025/09/20 05:51:04.601,253.98,84.00,15361.00,24564.00
10.798,2025/09/20 05:51:04.702,253.03,84.00,15361.00,24564.00
10.900,2025/09/20 05:51:04.802,254.26,92.00,15361.00,24564.00
11.000,2025/09/20 05:51:04.903,257.48,92.00,15361.00,24564.00
11.101,2025/09/20 05:51:05.003,257.66,95.00,15361.00,24564.00
11.201,2025/09/20 05:51:05.104,257.83,95.00,15361.00,24564.00
11.301,2025/09/20 05:51:05.204,257.83,95.00,15361.00,24564.00
11.402,2025/09/20 05:51:05.305,257.56,95.00,15361.00,24564.00
11.503,2025/09/20 05:51:05.405,257.50,95.00,15361.00,24564.00
11.602,2025/09/20 05:51:05.506,253.74,95.00,15361.00,24564.00
11.704,2025/09/20 05:51:05.607,254.19,83.00,15361.00,24564.00
11.805,2025/09/20 05:51:05.707,257.92,83.00,15361.00,24564.00
11.904,2025/09/20 05:51:05.808,259.26,95.00,15361.00,24564.00
12.005,2025/09/20 05:51:05.908,259.19,95.00,15361.00,24564.00
12.106,2025/09/20 05:51:06.009,259.18,95.00,15361.00,24564.00
12.206,2025/09/20 05:51:06.109,258.91,95.00,15361.00,24564.00
12.307,2025/09/20 05:51:06.210,258.65,95.00,15361.00,24564.00
12.413,2025/09/20 05:51:06.311,258.41,95.00,15361.00,24564.00
12.508,2025/09/20 05:51:06.411,255.25,84.00,15361.00,24564.00
12.609,2025/09/20 05:51:06.512,255.62,84.00,15361.00,24564.00
12.710,2025/09/20 05:51:06.612,259.81,95.00,15361.00,24564.00
12.811,2025/09/20 05:51:06.713,259.80,95.00,15361.00,24564.00
12.912,2025/09/20 05:51:06.814,259.70,95.00,15361.00,24564.00
13.012,2025/09/20 05:51:06.915,259.25,95.00,15361.00,24564.00
13.114,2025/09/20 05:51:07.016,258.94,95.00,15361.00,24564.00
13.214,2025/09/20 05:51:07.117,258.59,95.00,15361.00,24564.00
13.315,2025/09/20 05:51:07.218,258.51,95.00,15361.00,24564.00
13.416,2025/09/20 05:51:07.318,255.06,95.00,15361.00,24564.00
13.516,2025/09/20 05:51:07.419,255.44,83.00,15361.00,24564.00
13.616,2025/09/20 05:51:07.519,258.96,83.00,15361.00,24564.00
13.717,2025/09/20 05:51:07.620,258.95,95.00,15361.00,24564.00
13.818,2025/09/20 05:51:07.721,258.69,95.00,15361.00,24564.00
13.918,2025/09/20 05:51:07.821,258.33,95.00,15361.00,24564.00
14.019,2025/09/20 05:51:07.922,258.03,95.00,15361.00,24564.00
14.119,2025/09/20 05:51:08.022,258.10,95.00,15361.00,24564.00
14.221,2025/09/20 05:51:08.123,258.01,95.00,15361.00,24564.00
14.321,2025/09/20 05:51:08.224,254.34,83.00,15361.00,24564.00
14.420,2025/09/20 05:51:08.324,254.62,83.00,15361.00,24564.00
14.521,2025/09/20 05:51:08.425,258.27,95.00,15361.00,24564.00
14.622,2025/09/20 05:51:08.525,258.25,95.00,15361.00,24564.00
14.722,2025/09/20 05:51:08.626,258.17,95.00,15361.00,24564.00
14.824,2025/09/20 05:51:08.726,257.77,95.00,15361.00,24564.00
14.924,2025/09/20 05:51:08.827,257.72,95.00,15361.00,24564.00
15.025,2025/09/20 05:51:08.927,257.77,95.00,15361.00,24564.00
15.124,2025/09/20 05:51:09.028,257.64,93.00,15361.00,24564.00
15.225,2025/09/20 05:51:09.128,254.32,93.00,15361.00,24564.00
15.326,2025/09/20 05:51:09.229,254.75,86.00,15361.00,24564.00
15.427,2025/09/20 05:51:09.330,258.80,86.00,15361.00,24564.00
15.528,2025/09/20 05:51:09.430,258.89,95.00,15361.00,24564.00
15.628,2025/09/20 05:51:09.531,258.89,95.00,15361.00,24564.00
15.729,2025/09/20 05:51:09.632,258.64,95.00,15361.00,24564.00
15.830,2025/09/20 05:51:09.733,258.36,95.00,15361.00,24564.00
15.931,2025/09/20 05:51:09.833,258.48,94.00,15361.00,24564.00
16.031,2025/09/20 05:51:09.934,255.20,94.00,15361.00,24564.00
16.132,2025/09/20 05:51:10.035,253.13,78.00,15361.00,24564.00
16.232,2025/09/20 05:51:10.136,253.72,78.00,15361.00,24564.00
16.333,2025/09/20 05:51:10.237,257.41,95.00,15361.00,24564.00
16.433,2025/09/20 05:51:10.337,257.47,95.00,15361.00,24564.00
16.535,2025/09/20 05:51:10.438,257.33,95.00,15361.00,24564.00
16.635,2025/09/20 05:51:10.538,256.89,95.00,15361.00,24564.00
16.736,2025/09/20 05:51:10.639,256.56,94.00,15361.00,24564.00
16.836,2025/09/20 05:51:10.739,256.58,94.00,15361.00,24564.00
16.937,2025/09/20 05:51:10.840,252.44,83.00,15361.00,24564.00
17.037,2025/09/20 05:51:10.940,253.18,83.00,15361.00,24564.00
17.138,2025/09/20 05:51:11.041,256.85,95.00,15361.00,24564.00
17.239,2025/09/20 05:51:11.141,259.24,95.00,15361.00,24564.00
17.339,2025/09/20 05:51:11.242,259.18,95.00,15361.00,24564.00
17.439,2025/09/20 05:51:11.343,259.05,95.00,15361.00,24564.00
