t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.512,2025/09/20 05:12:17.134,133.22,93.00,15359.00,24564.00
0.613,2025/09/20 05:12:17.235,151.28,93.00,15359.00,24564.00
0.713,2025/09/20 05:12:17.336,169.12,94.00,15359.00,24564.00
0.814,2025/09/20 05:12:17.436,186.81,94.00,15359.00,24564.00
0.914,2025/09/20 05:12:17.537,192.85,94.00,15359.00,24564.00
1.016,2025/09/20 05:12:17.637,194.56,94.00,15359.00,24564.00
1.116,2025/09/20 05:12:17.738,251.80,83.00,15359.00,24564.00
1.217,2025/09/20 05:12:17.839,252.91,83.00,15359.00,24564.00
1.317,2025/09/20 05:12:17.939,254.71,94.00,15359.00,24564.00
1.418,2025/09/20 05:12:18.040,256.40,94.00,15359.00,24564.00
1.519,2025/09/20 05:12:18.140,256.66,94.00,15359.00,24564.00
1.619,2025/09/20 05:12:18.241,256.72,94.00,15359.00,24564.00
1.720,2025/09/20 05:12:18.342,256.41,94.00,15359.00,24564.00
1.820,2025/09/20 05:12:18.442,256.37,94.00,15359.00,24564.00
1.921,2025/09/20 05:12:18.543,252.45,83.00,15359.00,24564.00
2.022,2025/09/20 05:12:18.643,253.10,83.00,15359.00,24564.00
2.122,2025/09/20 05:12:18.744,257.39,94.00,15359.00,24564.00
2.222,2025/09/20 05:12:18.845,257.41,94.00,15359.00,24564.00
2.323,2025/09/20 05:12:18.945,257.48,94.00,15359.00,24564.00
2.424,2025/09/20 05:12:19.046,257.13,94.00,15359.00,24564.00
2.524,2025/09/20 05:12:19.146,256.80,94.00,15359.00,24564.00
2.625,2025/09/20 05:12:19.247,256.55,94.00,15359.00,24564.00
2.726,2025/09/20 05:12:19.347,256.55,95.00,15359.00,24564.00
2.826,2025/09/20 05:12:19.448,250.83,95.00,15359.00,24564.00
2.928,2025/09/20 05:12:19.549,251.17,78.00,15359.00,24564.00
3.029,2025/09/20 05:12:19.650,254.96,78.00,15359.00,24564.00
3.130,2025/09/20 05:12:19.751,255.23,94.00,15359.00,24564.00
3.230,2025/09/20 05:12:19.852,255.31,94.00,15359.00,24564.00
3.331,2025/09/20 05:12:19.953,255.35,94.00,15359.00,24564.00
3.433,2025/09/20 05:12:20.053,255.03,94.00,15359.00,24564.00
3.532,2025/09/20 05:12:20.154,255.13,94.00,15359.00,24564.00
3.632,2025/09/20 05:12:20.255,255.14,94.00,15361.00,24564.00
3.733,2025/09/20 05:12:20.355,251.33,82.00,15361.00,24564.00
3.835,2025/09/20 05:12:20.456,251.71,82.00,15361.00,24564.00
3.934,2025/09/20 05:12:20.556,257.82,94.00,15361.00,24564.00
4.035,2025/09/20 05:12:20.657,257.79,94.00,15361.00,24564.00
4.136,2025/09/20 05:12:20.758,257.55,94.00,15361.00,24564.00
4.236,2025/09/20 05:12:20.858,257.22,94.00,15361.00,24564.00
4.337,2025/09/20 05:12:20.959,256.88,94.00,15361.00,24564.00
4.437,2025/09/20 05:12:21.059,256.60,94.00,15361.00,24564.00
4.537,2025/09/20 05:12:21.160,256.58,94.00,15361.00,24564.00
4.639,2025/09/20 05:12:21.261,253.54,94.00,15361.00,24564.00
4.739,2025/09/20 05:12:21.361,253.84,84.00,15361.00,24564.00
4.840,2025/09/20 05:12:21.462,257.87,84.00,15361.00,24564.00
4.941,2025/09/20 05:12:21.563,257.89,94.00,15361.00,24564.00
5.041,2025/09/20 05:12:21.663,257.83,94.00,15361.00,24564.00
5.142,2025/09/20 05:12:21.764,257.59,94.00,15361.00,24564.00
5.242,2025/09/20 05:12:21.865,257.58,94.00,15361.00,24564.00
5.343,2025/09/20 05:12:21.965,257.54,94.00,15361.00,24564.00
5.444,2025/09/20 05:12:22.066,254.45,94.00,15361.00,24564.00
5.545,2025/09/20 05:12:22.166,254.87,83.00,15361.00,24564.00
5.645,2025/09/20 05:12:22.267,258.15,94.00,15361.00,24564.00
5.747,2025/09/20 05:12:22.368,258.19,94.00,15361.00,24564.00
5.850,2025/09/20 05:12:22.469,258.01,94.00,15361.00,24564.00
5.951,2025/09/20 05:12:22.573,257.63,94.00,15361.00,24564.00
6.051,2025/09/20 05:12:22.674,257.37,94.00,15361.00,24564.00
6.152,2025/09/20 05:12:22.774,257.28,94.00,15361.00,24564.00
6.253,2025/09/20 05:12:22.875,256.54,91.00,15361.00,24564.00
6.353,2025/09/20 05:12:22.975,253.44,91.00,15361.00,24564.00
6.454,2025/09/20 05:12:23.076,253.88,86.00,15361.00,24564.00
6.554,2025/09/20 05:12:23.176,257.35,86.00,15361.00,24564.00
6.655,2025/09/20 05:12:23.277,257.37,94.00,15361.00,24564.00
6.755,2025/09/20 05:12:23.377,257.47,94.00,15361.00,24564.00
6.856,2025/09/20 05:12:23.478,257.18,94.00,15361.00,24564.00
6.956,2025/09/20 05:12:23.578,257.28,94.00,15361.00,24564.00
7.057,2025/09/20 05:12:23.679,257.36,94.00,15361.00,24564.00
7.157,2025/09/20 05:12:23.779,254.44,94.00,15361.00,24564.00
7.258,2025/09/20 05:12:23.880,254.02,83.00,15361.00,24564.00
7.358,2025/09/20 05:12:23.980,255.10,83.00,15361.00,24564.00
7.459,2025/09/20 05:12:24.081,258.54,94.00,15361.00,24564.00
7.560,2025/09/20 05:12:24.182,258.48,94.00,15361.00,24564.00
7.660,2025/09/20 05:12:24.282,258.18,94.00,15361.00,24564.00
7.761,2025/09/20 05:12:24.383,257.83,94.00,15361.00,24564.00
7.862,2025/09/20 05:12:24.483,257.45,94.00,15361.00,24564.00
7.961,2025/09/20 05:12:24.584,257.56,94.00,15361.00,24564.00
8.062,2025/09/20 05:12:24.684,253.37,83.00,15361.00,24564.00
8.162,2025/09/20 05:12:24.785,254.11,83.00,15361.00,24564.00
8.262,2025/09/20 05:12:24.885,257.25,94.00,15361.00,24564.00
8.364,2025/09/20 05:12:24.986,257.84,94.00,15361.00,24564.00
8.465,2025/09/20 05:12:25.087,257.89,94.00,15361.00,24564.00
8.566,2025/09/20 05:12:25.188,257.95,94.00,15361.00,24564.00
8.666,2025/09/20 05:12:25.289,257.82,95.00,15361.00,24564.00
8.768,2025/09/20 05:12:25.390,257.74,95.00,15361.00,24564.00
8.869,2025/09/20 05:12:25.491,257.61,94.00,15361.00,24564.00
8.970,2025/09/20 05:12:25.592,254.07,94.00,15361.00,24564.00
9.069,2025/09/20 05:12:25.692,254.27,83.00,15361.00,24564.00
9.171,2025/09/20 05:12:25.793,258.68,83.00,15361.00,24564.00
9.271,2025/09/20 05:12:25.893,258.25,94.00,15361.00,24564.00
9.372,2025/09/20 05:12:25.994,258.32,94.00,15361.00,24564.00
9.472,2025/09/20 05:12:26.094,258.08,94.00,15361.00,24564.00
9.573,2025/09/20 05:12:26.195,257.64,94.00,15361.00,24564.00
9.674,2025/09/20 05:12:26.295,257.23,94.00,15361.00,24564.00
9.774,2025/09/20 05:12:26.396,257.08,94.00,15361.00,24564.00
9.875,2025/09/20 05:12:26.497,253.29,83.00,15361.00,24564.00
9.975,2025/09/20 05:12:26.597,253.70,83.00,15361.00,24564.00
10.075,2025/09/20 05:12:26.698,257.57,94.00,15361.00,24564.00
10.175,2025/09/20 05:12:26.798,257.55,94.00,15361.00,24564.00
10.277,2025/09/20 05:12:26.899,257.56,94.00,15361.00,24564.00
10.377,2025/09/20 05:12:26.999,257.49,94.00,15361.00,24564.00
10.477,2025/09/20 05:12:27.100,257.13,94.00,15361.00,24564.00
10.578,2025/09/20 05:12:27.200,257.00,94.00,15361.00,24564.00
10.679,2025/09/20 05:12:27.301,256.98,94.00,15361.00,24564.00
10.779,2025/09/20 05:12:27.402,252.90,94.00,15361.00,24564.00
10.880,2025/09/20 05:12:27.502,253.15,82.00,15361.00,24564.00
10.981,2025/09/20 05:12:27.603,257.28,82.00,15361.00,24564.00
11.081,2025/09/20 05:12:27.703,257.30,94.00,15361.00,24564.00
11.182,2025/09/20 05:12:27.804,257.22,94.00,15361.00,24564.00
11.282,2025/09/20 05:12:27.904,257.21,94.00,15361.00,24564.00
11.383,2025/09/20 05:12:28.005,257.01,94.00,15361.00,24564.00
11.484,2025/09/20 05:12:28.106,256.70,94.00,15361.00,24564.00
11.585,2025/09/20 05:12:28.207,256.72,94.00,15361.00,24564.00
11.687,2025/09/20 05:12:28.308,252.13,80.00,15361.00,24564.00
11.787,2025/09/20 05:12:28.409,252.53,80.00,15361.00,24564.00
11.888,2025/09/20 05:12:28.510,256.93,94.00,15361.00,24564.00
11.989,2025/09/20 05:12:28.611,256.94,94.00,15361.00,24564.00
12.090,2025/09/20 05:12:28.711,256.90,94.00,15361.00,24564.00
12.191,2025/09/20 05:12:28.812,256.82,94.00,15361.00,24564.00
12.290,2025/09/20 05:12:28.912,256.52,94.00,15361.00,24564.00
12.392,2025/09/20 05:12:29.013,256.09,94.00,15361.00,24564.00
12.491,2025/09/20 05:12:29.113,255.97,93.00,15361.00,24564.00
12.592,2025/09/20 05:12:29.214,252.23,93.00,15361.00,24564.00
12.693,2025/09/20 05:12:29.314,252.62,84.00,15361.00,24564.00
12.793,2025/09/20 05:12:29.415,257.64,84.00,15361.00,24564.00
12.894,2025/09/20 05:12:29.516,257.67,94.00,15361.00,24564.00
12.994,2025/09/20 05:12:29.616,257.57,94.00,15361.00,24564.00
13.095,2025/09/20 05:12:29.717,257.29,94.00,15361.00,24564.00
13.196,2025/09/20 05:12:29.817,256.94,94.00,15361.00,24564.00
13.296,2025/09/20 05:12:29.918,256.70,94.00,15361.00,24564.00
13.397,2025/09/20 05:12:30.019,255.35,94.00,15361.00,24564.00
13.496,2025/09/20 05:12:30.119,253.47,83.00,15361.00,24564.00
13.597,2025/09/20 05:12:30.220,253.84,83.00,15361.00,24564.00
13.699,2025/09/20 05:12:30.320,257.97,94.00,15361.00,24564.00
13.799,2025/09/20 05:12:30.421,257.93,94.00,15361.00,24564.00
13.899,2025/09/20 05:12:30.522,257.64,95.00,15361.00,24564.00
14.000,2025/09/20 05:12:30.622,257.31,95.00,15361.00,24564.00
14.101,2025/09/20 05:12:30.723,257.20,94.00,15361.00,24564.00
