t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
1.217,2025/09/20 03:54:18.864,13.02,0.00,3.00,24564.00
1.318,2025/09/20 03:54:18.964,13.02,0.00,3.00,24564.00
1.419,2025/09/20 03:54:19.065,13.02,0.00,3.00,24564.00
1.520,2025/09/20 03:54:19.166,13.02,0.00,3.00,24564.00
1.620,2025/09/20 03:54:19.266,13.02,0.00,3.00,24564.00
1.720,2025/09/20 03:54:19.367,13.02,0.00,3.00,24564.00
1.821,2025/09/20 03:54:19.467,13.02,0.00,3.00,24564.00
1.922,2025/09/20 03:54:19.568,13.02,0.00,3.00,24564.00
2.022,2025/09/20 03:54:19.669,13.02,0.00,3.00,24564.00
2.122,2025/09/20 03:54:19.769,13.12,0.00,3.00,24564.00
2.223,2025/09/20 03:54:19.870,13.12,0.00,3.00,24564.00
2.324,2025/09/20 03:54:19.970,13.12,0.00,3.00,24564.00
2.424,2025/09/20 03:54:20.071,13.12,0.00,3.00,24564.00
2.525,2025/09/20 03:54:20.171,13.12,0.00,3.00,24564.00
2.625,2025/09/20 03:54:20.272,13.12,0.00,3.00,24564.00
2.726,2025/09/20 03:54:20.373,13.12,0.00,3.00,24564.00
2.826,2025/09/20 03:54:20.473,13.12,0.00,3.00,24564.00
2.927,2025/09/20 03:54:20.574,13.12,0.00,3.00,24564.00
3.028,2025/09/20 03:54:20.674,13.12,0.00,3.00,24564.00
3.128,2025/09/20 03:54:20.775,13.09,0.00,3.00,24564.00
3.229,2025/09/20 03:54:20.876,13.09,0.00,3.00,24564.00
3.330,2025/09/20 03:54:20.976,13.09,0.00,3.00,24564.00
3.430,2025/09/20 03:54:21.077,13.09,0.00,3.00,24564.00
3.531,2025/09/20 03:54:21.177,13.09,0.00,3.00,24564.00
3.631,2025/09/20 03:54:21.278,13.09,0.00,3.00,24564.00
3.731,2025/09/20 03:54:21.378,13.09,0.00,3.00,24564.00
3.832,2025/09/20 03:54:21.479,13.09,0.00,3.00,24564.00
3.933,2025/09/20 03:54:21.580,13.09,0.00,3.00,24564.00
4.034,2025/09/20 03:54:21.680,13.09,0.00,3.00,24564.00
4.134,2025/09/20 03:54:21.781,13.10,0.00,3.00,24564.00
4.235,2025/09/20 03:54:21.882,13.10,0.00,3.00,24564.00
4.335,2025/09/20 03:54:21.982,13.10,0.00,3.00,24564.00
4.436,2025/09/20 03:54:22.083,13.10,0.00,3.00,24564.00
4.537,2025/09/20 03:54:22.183,13.10,0.00,3.00,24564.00
4.637,2025/09/20 03:54:22.284,13.10,0.00,3.00,24564.00
4.738,2025/09/20 03:54:22.384,13.10,0.00,3.00,24564.00
4.839,2025/09/20 03:54:22.485,13.10,0.00,3.00,24564.00
4.939,2025/09/20 03:54:22.586,13.10,0.00,3.00,24564.00
5.039,2025/09/20 03:54:22.686,13.10,0.00,3.00,24564.00
5.141,2025/09/20 03:54:22.787,13.18,0.00,3.00,24564.00
5.241,2025/09/20 03:54:22.887,13.18,0.00,3.00,24564.00
5.342,2025/09/20 03:54:22.988,13.18,0.00,3.00,24564.00
5.441,2025/09/20 03:54:23.088,13.18,0.00,3.00,24564.00
