t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.483,2025/09/20 03:55:46.699,130.95,94.00,15359.00,24564.00
0.583,2025/09/20 03:55:46.799,140.84,94.00,15359.00,24564.00
0.686,2025/09/20 03:55:46.900,149.11,94.00,15359.00,24564.00
0.787,2025/09/20 03:55:47.003,156.34,94.00,15359.00,24564.00
0.888,2025/09/20 03:55:47.104,162.56,94.00,15359.00,24564.00
0.988,2025/09/20 03:55:47.204,165.51,94.00,15359.00,24564.00
1.089,2025/09/20 03:55:47.305,249.20,82.00,15359.00,24564.00
1.189,2025/09/20 03:55:47.405,250.81,82.00,15359.00,24564.00
1.290,2025/09/20 03:55:47.506,252.69,94.00,15359.00,24564.00
1.391,2025/09/20 03:55:47.606,254.53,94.00,15359.00,24564.00
1.491,2025/09/20 03:55:47.707,254.86,94.00,15359.00,24564.00
1.592,2025/09/20 03:55:47.808,254.60,94.00,15359.00,24564.00
1.692,2025/09/20 03:55:47.908,254.45,95.00,15359.00,24564.00
1.792,2025/09/20 03:55:48.009,254.46,95.00,15359.00,24564.00
1.893,2025/09/20 03:55:48.109,251.18,83.00,15359.00,24564.00
1.994,2025/09/20 03:55:48.210,251.66,83.00,15359.00,24564.00
2.094,2025/09/20 03:55:48.310,256.05,94.00,15359.00,24564.00
2.195,2025/09/20 03:55:48.411,256.14,94.00,15359.00,24564.00
2.295,2025/09/20 03:55:48.511,255.96,94.00,15359.00,24564.00
2.397,2025/09/20 03:55:48.612,255.75,94.00,15359.00,24564.00
2.497,2025/09/20 03:55:48.713,255.47,94.00,15359.00,24564.00
2.599,2025/09/20 03:55:48.814,255.25,94.00,15359.00,24564.00
2.700,2025/09/20 03:55:48.915,255.29,94.00,15359.00,24564.00
2.800,2025/09/20 03:55:49.016,251.52,94.00,15359.00,24564.00
2.901,2025/09/20 03:55:49.117,251.90,83.00,15359.00,24564.00
3.002,2025/09/20 03:55:49.218,255.52,83.00,15359.00,24564.00
3.102,2025/09/20 03:55:49.318,255.53,94.00,15359.00,24564.00
3.203,2025/09/20 03:55:49.419,255.57,94.00,15359.00,24564.00
3.304,2025/09/20 03:55:49.520,255.38,94.00,15359.00,24564.00
3.404,2025/09/20 03:55:49.620,255.23,94.00,15359.00,24564.00
3.505,2025/09/20 03:55:49.721,255.22,94.00,15359.00,24564.00
3.606,2025/09/20 03:55:49.821,253.21,94.00,15361.00,24564.00
3.706,2025/09/20 03:55:49.922,251.46,81.00,15361.00,24564.00
3.807,2025/09/20 03:55:50.022,251.76,81.00,15361.00,24564.00
3.907,2025/09/20 03:55:50.123,255.85,94.00,15361.00,24564.00
4.008,2025/09/20 03:55:50.224,255.81,94.00,15361.00,24564.00
4.109,2025/09/20 03:55:50.324,255.48,94.00,15361.00,24564.00
4.209,2025/09/20 03:55:50.425,255.17,94.00,15361.00,24564.00
4.309,2025/09/20 03:55:50.525,254.89,94.00,15361.00,24564.00
4.411,2025/09/20 03:55:50.626,254.71,94.00,15361.00,24564.00
4.511,2025/09/20 03:55:50.727,251.92,85.00,15361.00,24564.00
4.611,2025/09/20 03:55:50.827,251.43,85.00,15361.00,24564.00
4.713,2025/09/20 03:55:50.928,253.80,93.00,15361.00,24564.00
4.813,2025/09/20 03:55:51.028,255.83,93.00,15361.00,24564.00
4.914,2025/09/20 03:55:51.129,255.83,94.00,15361.00,24564.00
5.013,2025/09/20 03:55:51.230,255.83,94.00,15361.00,24564.00
5.115,2025/09/20 03:55:51.330,255.59,94.00,15361.00,24564.00
5.216,2025/09/20 03:55:51.431,255.57,94.00,15361.00,24564.00
5.317,2025/09/20 03:55:51.532,255.66,94.00,15361.00,24564.00
5.418,2025/09/20 03:55:51.633,251.80,94.00,15361.00,24564.00
5.519,2025/09/20 03:55:51.734,252.35,83.00,15361.00,24564.00
5.620,2025/09/20 03:55:51.835,255.46,83.00,15361.00,24564.00
5.720,2025/09/20 03:55:51.936,256.25,94.00,15361.00,24564.00
5.821,2025/09/20 03:55:52.037,256.15,94.00,15361.00,24564.00
5.921,2025/09/20 03:55:52.137,255.76,94.00,15361.00,24564.00
6.022,2025/09/20 03:55:52.238,255.48,94.00,15361.00,24564.00
6.122,2025/09/20 03:55:52.338,255.15,94.00,15361.00,24564.00
6.224,2025/09/20 03:55:52.439,255.12,94.00,15361.00,24564.00
6.324,2025/09/20 03:55:52.540,251.25,82.00,15361.00,24564.00
6.425,2025/09/20 03:55:52.640,251.47,82.00,15361.00,24564.00
6.525,2025/09/20 03:55:52.741,255.60,94.00,15361.00,24564.00
6.626,2025/09/20 03:55:52.841,255.47,94.00,15361.00,24564.00
6.726,2025/09/20 03:55:52.942,255.47,94.00,15361.00,24564.00
6.827,2025/09/20 03:55:53.043,255.43,94.00,15361.00,24564.00
6.929,2025/09/20 03:55:53.143,255.24,94.00,15361.00,24564.00
7.028,2025/09/20 03:55:53.244,255.35,94.00,15361.00,24564.00
7.128,2025/09/20 03:55:53.344,255.32,94.00,15361.00,24564.00
7.229,2025/09/20 03:55:53.445,251.25,94.00,15361.00,24564.00
7.330,2025/09/20 03:55:53.546,251.57,81.00,15361.00,24564.00
7.431,2025/09/20 03:55:53.646,255.82,81.00,15361.00,24564.00
7.531,2025/09/20 03:55:53.747,255.84,94.00,15361.00,24564.00
7.632,2025/09/20 03:55:53.847,255.67,94.00,15361.00,24564.00
7.732,2025/09/20 03:55:53.948,255.32,94.00,15361.00,24564.00
7.832,2025/09/20 03:55:54.049,255.03,94.00,15361.00,24564.00
7.933,2025/09/20 03:55:54.149,254.86,94.00,15361.00,24564.00
8.034,2025/09/20 03:55:54.250,254.98,94.00,15361.00,24564.00
8.135,2025/09/20 03:55:54.351,251.07,83.00,15361.00,24564.00
8.236,2025/09/20 03:55:54.451,251.38,83.00,15361.00,24564.00
8.337,2025/09/20 03:55:54.553,255.73,94.00,15361.00,24564.00
8.438,2025/09/20 03:55:54.653,255.68,94.00,15361.00,24564.00
8.539,2025/09/20 03:55:54.755,255.55,94.00,15361.00,24564.00
8.640,2025/09/20 03:55:54.856,255.47,94.00,15361.00,24564.00
8.741,2025/09/20 03:55:54.956,255.39,94.00,15361.00,24564.00
8.840,2025/09/20 03:55:55.057,255.31,94.00,15361.00,24564.00
