t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.930,2025/09/20 04:28:29.280,192.22,94.00,15359.00,24564.00
1.032,2025/09/20 04:28:29.381,197.31,79.00,15359.00,24564.00
1.138,2025/09/20 04:28:29.482,251.94,94.00,15359.00,24564.00
1.238,2025/09/20 04:28:29.588,254.04,94.00,15359.00,24564.00
1.339,2025/09/20 04:28:29.689,254.32,94.00,15359.00,24564.00
1.440,2025/09/20 04:28:29.789,254.36,94.00,15359.00,24564.00
1.540,2025/09/20 04:28:29.889,254.16,94.00,15359.00,24564.00
1.640,2025/09/20 04:28:29.990,253.81,94.00,15359.00,24564.00
1.741,2025/09/20 04:28:30.091,253.69,94.00,15359.00,24564.00
1.841,2025/09/20 04:28:30.191,249.93,94.00,15359.00,24564.00
1.942,2025/09/20 04:28:30.292,250.14,82.00,15359.00,24564.00
2.044,2025/09/20 04:28:30.392,255.99,82.00,15359.00,24564.00
2.143,2025/09/20 04:28:30.493,255.69,94.00,15359.00,24564.00
2.246,2025/09/20 04:28:30.593,255.70,94.00,15359.00,24564.00
2.345,2025/09/20 04:28:30.694,255.48,94.00,15359.00,24564.00
2.445,2025/09/20 04:28:30.794,255.31,94.00,15359.00,24564.00
2.545,2025/09/20 04:28:30.895,254.99,94.00,15359.00,24564.00
2.646,2025/09/20 04:28:30.996,254.93,94.00,15359.00,24564.00
2.746,2025/09/20 04:28:31.096,250.64,81.00,15359.00,24564.00
2.847,2025/09/20 04:28:31.197,250.98,81.00,15359.00,24564.00
2.948,2025/09/20 04:28:31.297,255.01,94.00,15359.00,24564.00
3.048,2025/09/20 04:28:31.398,255.10,94.00,15359.00,24564.00
3.148,2025/09/20 04:28:31.498,255.17,94.00,15359.00,24564.00
3.249,2025/09/20 04:28:31.599,255.19,94.00,15359.00,24564.00
3.349,2025/09/20 04:28:31.699,254.97,95.00,15359.00,24564.00
3.450,2025/09/20 04:28:31.800,255.00,95.00,15359.00,24564.00
3.550,2025/09/20 04:28:31.900,254.93,95.00,15359.00,24564.00
3.651,2025/09/20 04:28:32.001,251.80,95.00,15361.00,24564.00
3.752,2025/09/20 04:28:32.102,252.20,84.00,15361.00,24564.00
3.854,2025/09/20 04:28:32.203,256.92,84.00,15361.00,24564.00
3.955,2025/09/20 04:28:32.304,256.93,94.00,15361.00,24564.00
4.055,2025/09/20 04:28:32.405,256.68,94.00,15361.00,24564.00
4.155,2025/09/20 04:28:32.506,256.45,94.00,15361.00,24564.00
4.257,2025/09/20 04:28:32.606,256.08,94.00,15361.00,24564.00
4.357,2025/09/20 04:28:32.707,255.82,94.00,15361.00,24564.00
4.458,2025/09/20 04:28:32.807,255.74,94.00,15361.00,24564.00
4.559,2025/09/20 04:28:32.908,253.02,86.00,15361.00,24564.00
4.659,2025/09/20 04:28:33.008,253.27,86.00,15361.00,24564.00
4.760,2025/09/20 04:28:33.109,256.70,94.00,15361.00,24564.00
4.860,2025/09/20 04:28:33.210,256.58,94.00,15361.00,24564.00
4.961,2025/09/20 04:28:33.310,256.44,94.00,15361.00,24564.00
5.061,2025/09/20 04:28:33.411,256.18,94.00,15361.00,24564.00
5.162,2025/09/20 04:28:33.511,256.07,94.00,15361.00,24564.00
5.262,2025/09/20 04:28:33.612,255.97,94.00,15361.00,24564.00
5.363,2025/09/20 04:28:33.713,255.92,94.00,15361.00,24564.00
5.464,2025/09/20 04:28:33.813,252.71,94.00,15361.00,24564.00
5.564,2025/09/20 04:28:33.914,252.99,84.00,15361.00,24564.00
5.664,2025/09/20 04:28:34.014,255.94,84.00,15361.00,24564.00
5.765,2025/09/20 04:28:34.115,255.93,94.00,15361.00,24564.00
5.866,2025/09/20 04:28:34.215,255.68,94.00,15361.00,24564.00
5.966,2025/09/20 04:28:34.316,255.46,94.00,15361.00,24564.00
6.067,2025/09/20 04:28:34.417,255.12,94.00,15361.00,24564.00
6.167,2025/09/20 04:28:34.517,255.04,94.00,15361.00,24564.00
6.268,2025/09/20 04:28:34.618,254.99,94.00,15361.00,24564.00
6.369,2025/09/20 04:28:34.718,251.76,83.00,15361.00,24564.00
6.470,2025/09/20 04:28:34.819,252.17,83.00,15361.00,24564.00
6.571,2025/09/20 04:28:34.920,255.76,94.00,15361.00,24564.00
6.671,2025/09/20 04:28:35.020,255.92,94.00,15361.00,24564.00
6.772,2025/09/20 04:28:35.121,255.97,94.00,15361.00,24564.00
6.873,2025/09/20 04:28:35.222,255.78,94.00,15361.00,24564.00
6.974,2025/09/20 04:28:35.323,255.81,94.00,15361.00,24564.00
7.074,2025/09/20 04:28:35.424,255.80,94.00,15361.00,24564.00
7.176,2025/09/20 04:28:35.525,252.92,85.00,15361.00,24564.00
7.276,2025/09/20 04:28:35.626,252.89,85.00,15361.00,24564.00
7.376,2025/09/20 04:28:35.726,253.32,93.00,15361.00,24564.00
7.478,2025/09/20 04:28:35.827,256.94,93.00,15361.00,24564.00
7.577,2025/09/20 04:28:35.927,256.83,94.00,15361.00,24564.00
7.679,2025/09/20 04:28:36.028,256.42,94.00,15361.00,24564.00
7.779,2025/09/20 04:28:36.128,256.07,94.00,15361.00,24564.00
7.880,2025/09/20 04:28:36.229,255.76,94.00,15361.00,24564.00
7.980,2025/09/20 04:28:36.329,255.65,95.00,15361.00,24564.00
8.080,2025/09/20 04:28:36.430,252.36,95.00,15361.00,24564.00
8.180,2025/09/20 04:28:36.530,252.57,84.00,15361.00,24564.00
8.282,2025/09/20 04:28:36.631,255.81,84.00,15361.00,24564.00
8.381,2025/09/20 04:28:36.731,256.15,94.00,15361.00,24564.00
8.482,2025/09/20 04:28:36.832,256.10,94.00,15361.00,24564.00
8.582,2025/09/20 04:28:36.932,256.10,94.00,15361.00,24564.00
8.683,2025/09/20 04:28:37.033,256.02,94.00,15361.00,24564.00
8.784,2025/09/20 04:28:37.133,256.05,94.00,15361.00,24564.00
