t_local_s,timestamp,power_W,util_pct,mem_used_MB,mem_total_MB
0.011,2025/09/23 19:08:56.576,68.8,0.0,21399.0,24564.0
0.112,2025/09/23 19:08:56.677,82.7,0.0,21403.0,24564.0
0.213,2025/09/23 19:08:56.778,103.5,0.0,21403.0,24564.0
0.314,2025/09/23 19:08:56.878,124.4,96.0,21403.0,24564.0
0.423,2025/09/23 19:08:56.980,145.4,98.0,21403.0,24564.0
0.523,2025/09/23 19:08:57.088,166.4,98.0,21403.0,24564.0
0.624,2025/09/23 19:08:57.189,187.3,98.0,21403.0,24564.0
0.724,2025/09/23 19:08:57.289,208.2,98.0,21403.0,24564.0
0.825,2025/09/23 19:08:57.390,215.4,98.0,21403.0,24564.0
0.925,2025/09/23 19:08:57.490,221.4,98.0,21403.0,24564.0
1.026,2025/09/23 19:08:57.591,226.6,97.0,21403.0,24564.0
1.126,2025/09/23 19:08:57.691,293.3,97.0,21403.0,24564.0
1.226,2025/09/23 19:08:57.792,293.6,98.0,21403.0,24564.0
1.327,2025/09/23 19:08:57.892,293.7,98.0,21403.0,24564.0
1.427,2025/09/23 19:08:57.992,293.7,98.0,21403.0,24564.0
1.528,2025/09/23 19:08:58.093,293.6,98.0,21403.0,24564.0
1.628,2025/09/23 19:08:58.193,293.4,98.0,21403.0,24564.0
1.729,2025/09/23 19:08:58.294,293.2,98.0,21403.0,24564.0
1.829,2025/09/23 19:08:58.394,293.0,98.0,21403.0,24564.0
1.929,2025/09/23 19:08:58.495,292.8,98.0,21403.0,24564.0
2.030,2025/09/23 19:08:58.595,292.7,98.0,21403.0,24564.0
2.131,2025/09/23 19:08:58.696,292.6,98.0,21403.0,24564.0
2.231,2025/09/23 19:08:58.796,292.6,98.0,21403.0,24564.0
2.332,2025/09/23 19:08:58.897,291.7,98.0,21403.0,24564.0
2.432,2025/09/23 19:08:58.997,291.8,95.0,21403.0,24564.0
2.533,2025/09/23 19:08:59.098,291.9,95.0,21403.0,24564.0
2.634,2025/09/23 19:08:59.199,292.2,98.0,21403.0,24564.0
2.735,2025/09/23 19:08:59.300,292.4,98.0,21403.0,24564.0
2.836,2025/09/23 19:08:59.401,292.7,98.0,21403.0,24564.0
2.937,2025/09/23 19:08:59.502,293.2,98.0,21403.0,24564.0
3.037,2025/09/23 19:08:59.602,293.6,98.0,21403.0,24564.0
3.138,2025/09/23 19:08:59.703,294.1,98.0,21403.0,24564.0
3.238,2025/09/23 19:08:59.804,294.6,98.0,21403.0,24564.0
3.340,2025/09/23 19:08:59.904,295.1,98.0,21403.0,24564.0
3.440,2025/09/23 19:09:00.005,296.4,98.0,21403.0,24564.0
3.541,2025/09/23 19:09:00.106,296.8,98.0,21403.0,24564.0
3.641,2025/09/23 19:09:00.206,297.1,98.0,21403.0,24564.0
3.742,2025/09/23 19:09:00.307,297.2,98.0,21403.0,24564.0
3.842,2025/09/23 19:09:00.407,297.5,98.0,21403.0,24564.0
3.943,2025/09/23 19:09:00.508,297.6,98.0,21403.0,24564.0
4.043,2025/09/23 19:09:00.608,297.5,98.0,21403.0,24564.0
4.144,2025/09/23 19:09:00.709,297.5,98.0,21403.0,24564.0
4.244,2025/09/23 19:09:00.810,297.5,98.0,21403.0,24564.0
4.345,2025/09/23 19:09:00.910,297.2,98.0,21403.0,24564.0
4.446,2025/09/23 19:09:01.011,297.0,98.0,21403.0,24564.0
4.546,2025/09/23 19:09:01.111,297.8,98.0,21403.0,24564.0
4.647,2025/09/23 19:09:01.212,297.7,95.0,21403.0,24564.0
4.747,2025/09/23 19:09:01.312,297.7,95.0,21403.0,24564.0
4.848,2025/09/23 19:09:01.413,297.8,98.0,21403.0,24564.0
4.949,2025/09/23 19:09:01.514,298.1,98.0,21403.0,24564.0
5.049,2025/09/23 19:09:01.614,298.3,98.0,21403.0,24564.0
5.150,2025/09/23 19:09:01.715,298.6,98.0,21403.0,24564.0
5.250,2025/09/23 19:09:01.815,298.6,98.0,21403.0,24564.0
5.351,2025/09/23 19:09:01.916,298.8,98.0,21403.0,24564.0
5.452,2025/09/23 19:09:02.017,299.1,98.0,21403.0,24564.0
5.553,2025/09/23 19:09:02.118,299.3,98.0,21403.0,24564.0
5.654,2025/09/23 19:09:02.218,298.4,98.0,21403.0,24564.0
5.755,2025/09/23 19:09:02.319,298.3,98.0,21403.0,24564.0
5.856,2025/09/23 19:09:02.420,298.2,98.0,21403.0,24564.0
5.956,2025/09/23 19:09:02.521,298.1,98.0,21403.0,24564.0
6.057,2025/09/23 19:09:02.622,297.9,98.0,21403.0,24564.0
6.157,2025/09/23 19:09:02.722,297.9,98.0,21403.0,24564.0
6.258,2025/09/23 19:09:02.823,297.8,98.0,21403.0,24564.0
6.359,2025/09/23 19:09:02.924,297.8,98.0,21403.0,24564.0
6.459,2025/09/23 19:09:03.024,297.6,98.0,21403.0,24564.0
6.560,2025/09/23 19:09:03.125,297.5,98.0,21403.0,24564.0
6.660,2025/09/23 19:09:03.225,297.6,98.0,21403.0,24564.0
6.761,2025/09/23 19:09:03.326,296.7,98.0,21403.0,24564.0
6.861,2025/09/23 19:09:03.426,296.9,95.0,21403.0,24564.0
6.962,2025/09/23 19:09:03.527,297.2,95.0,21403.0,24564.0
7.062,2025/09/23 19:09:03.627,297.2,98.0,21403.0,24564.0
7.163,2025/09/23 19:09:03.728,297.3,98.0,21403.0,24564.0
7.263,2025/09/23 19:09:03.828,297.2,98.0,21403.0,24564.0
7.364,2025/09/23 19:09:03.929,297.3,98.0,21403.0,24564.0
7.465,2025/09/23 19:09:04.030,297.4,98.0,21403.0,24564.0
7.565,2025/09/23 19:09:04.130,297.6,98.0,21403.0,24564.0
7.666,2025/09/23 19:09:04.231,297.8,98.0,21403.0,24564.0
7.766,2025/09/23 19:09:04.331,297.7,98.0,21403.0,24564.0
7.867,2025/09/23 19:09:04.432,298.7,98.0,21403.0,24564.0
7.967,2025/09/23 19:09:04.533,298.6,98.0,21403.0,24564.0
8.068,2025/09/23 19:09:04.633,298.5,98.0,21403.0,24564.0
8.168,2025/09/23 19:09:04.734,298.1,98.0,21403.0,24564.0
8.269,2025/09/23 19:09:04.834,298.0,98.0,21403.0,24564.0
8.370,2025/09/23 19:09:04.935,297.9,98.0,21403.0,24564.0
8.470,2025/09/23 19:09:05.035,297.7,98.0,21403.0,24564.0
8.571,2025/09/23 19:09:05.136,297.4,98.0,21403.0,24564.0
8.672,2025/09/23 19:09:05.236,297.1,98.0,21403.0,24564.0
8.773,2025/09/23 19:09:05.337,296.9,98.0,21403.0,24564.0
8.873,2025/09/23 19:09:05.438,296.9,98.0,21405.0,24564.0
8.974,2025/09/23 19:09:05.539,297.8,98.0,21405.0,24564.0
9.075,2025/09/23 19:09:05.640,297.8,95.0,21405.0,24564.0
9.176,2025/09/23 19:09:05.741,297.8,95.0,21405.0,24564.0
9.276,2025/09/23 19:09:05.842,298.2,98.0,21405.0,24564.0
9.377,2025/09/23 19:09:05.942,298.4,98.0,21405.0,24564.0
9.477,2025/09/23 19:09:06.043,298.5,98.0,21405.0,24564.0
9.578,2025/09/23 19:09:06.143,298.7,98.0,21405.0,24564.0
9.678,2025/09/23 19:09:06.244,299.1,98.0,21405.0,24564.0
9.779,2025/09/23 19:09:06.344,299.3,98.0,21405.0,24564.0
9.879,2025/09/23 19:09:06.445,299.3,98.0,21405.0,24564.0
9.980,2025/09/23 19:09:06.545,299.3,98.0,21405.0,24564.0
10.080,2025/09/23 19:09:06.646,298.1,98.0,21405.0,24564.0
10.181,2025/09/23 19:09:06.746,298.1,98.0,21405.0,24564.0
10.281,2025/09/23 19:09:06.847,298.1,98.0,21405.0,24564.0
10.382,2025/09/23 19:09:06.947,298.0,98.0,21405.0,24564.0
10.482,2025/09/23 19:09:07.047,297.8,98.0,21405.0,24564.0
10.583,2025/09/23 19:09:07.148,297.7,98.0,21405.0,24564.0
10.683,2025/09/23 19:09:07.248,297.5,98.0,21405.0,24564.0
10.784,2025/09/23 19:09:07.349,297.3,98.0,21405.0,24564.0
10.884,2025/09/23 19:09:07.449,297.2,98.0,21405.0,24564.0
10.985,2025/09/23 19:09:07.550,297.1,98.0,21405.0,24564.0
11.085,2025/09/23 19:09:07.650,297.2,98.0,21405.0,24564.0
11.186,2025/09/23 19:09:07.751,296.7,98.0,21405.0,24564.0
11.286,2025/09/23 19:09:07.851,296.8,96.0,21405.0,24564.0
11.387,2025/09/23 19:09:07.952,296.9,96.0,21405.0,24564.0
11.487,2025/09/23 19:09:08.052,297.0,98.0,21405.0,24564.0
11.588,2025/09/23 19:09:08.153,297.3,98.0,21405.0,24564.0
11.688,2025/09/23 19:09:08.253,297.5,98.0,21405.0,24564.0
11.788,2025/09/23 19:09:08.354,297.8,98.0,21405.0,24564.0
11.889,2025/09/23 19:09:08.454,297.9,98.0,21405.0,24564.0
11.990,2025/09/23 19:09:08.555,298.1,98.0,21405.0,24564.0
12.091,2025/09/23 19:09:08.656,298.1,98.0,21405.0,24564.0
12.192,2025/09/23 19:09:08.756,298.2,98.0,21405.0,24564.0
12.293,2025/09/23 19:09:08.857,298.8,98.0,21405.0,24564.0
12.393,2025/09/23 19:09:08.958,298.7,98.0,21405.0,24564.0
12.494,2025/09/23 19:09:09.059,298.6,98.0,21405.0,24564.0
12.595,2025/09/23 19:09:09.160,298.3,98.0,21405.0,24564.0
12.695,2025/09/23 19:09:09.260,298.1,98.0,21405.0,24564.0
12.796,2025/09/23 19:09:09.361,297.9,98.0,21405.0,24564.0
12.896,2025/09/23 19:09:09.461,297.6,98.0,21405.0,24564.0
12.997,2025/09/23 19:09:09.562,297.5,98.0,21405.0,24564.0
13.097,2025/09/23 19:09:09.662,297.4,98.0,21405.0,24564.0
13.198,2025/09/23 19:09:09.763,297.3,98.0,21405.0,24564.0
13.298,2025/09/23 19:09:09.863,297.2,98.0,21405.0,24564.0
13.399,2025/09/23 19:09:09.964,298.1,98.0,21405.0,24564.0
13.499,2025/09/23 19:09:10.064,298.2,96.0,21405.0,24564.0
13.599,2025/09/23 19:09:10.165,298.2,96.0,21405.0,24564.0
13.700,2025/09/23 19:09:10.265,298.5,98.0,21405.0,24564.0
13.800,2025/09/23 19:09:10.366,298.7,98.0,21405.0,24564.0
13.901,2025/09/23 19:09:10.466,298.9,98.0,21405.0,24564.0
14.001,2025/09/23 19:09:10.567,299.1,98.0,21405.0,24564.0
14.102,2025/09/23 19:09:10.667,299.3,98.0,21405.0,24564.0
14.202,2025/09/23 19:09:10.767,299.5,98.0,21405.0,24564.0
14.303,2025/09/23 19:09:10.868,299.5,98.0,21405.0,24564.0
14.404,2025/09/23 19:09:10.969,299.6,98.0,21405.0,24564.0
14.504,2025/09/23 19:09:11.069,298.5,98.0,21405.0,24564.0
14.605,2025/09/23 19:09:11.170,298.4,98.0,21405.0,24564.0
14.705,2025/09/23 19:09:11.270,298.1,98.0,21405.0,24564.0
14.806,2025/09/23 19:09:11.371,297.6,98.0,21405.0,24564.0
14.906,2025/09/23 19:09:11.471,297.3,98.0,21405.0,24564.0
15.007,2025/09/23 19:09:11.572,297.1,98.0,21405.0,24564.0
15.107,2025/09/23 19:09:11.672,296.9,98.0,21405.0,24564.0
15.208,2025/09/23 19:09:11.773,296.7,98.0,21405.0,24564.0
15.308,2025/09/23 19:09:11.873,296.8,98.0,21405.0,24564.0
15.414,2025/09/23 19:09:11.974,296.7,98.0,21405.0,24564.0
15.515,2025/09/23 19:09:12.080,296.2,98.0,21405.0,24564.0
15.615,2025/09/23 19:09:12.180,296.5,96.0,21405.0,24564.0
15.716,2025/09/23 19:09:12.281,296.8,96.0,21405.0,24564.0
15.816,2025/09/23 19:09:12.381,297.1,98.0,21405.0,24564.0
15.916,2025/09/23 19:09:12.482,297.2,98.0,21405.0,24564.0
16.017,2025/09/23 19:09:12.582,297.4,98.0,21405.0,24564.0
16.117,2025/09/23 19:09:12.682,297.6,98.0,21405.0,24564.0
16.218,2025/09/23 19:09:12.783,297.7,98.0,21405.0,24564.0
16.318,2025/09/23 19:09:12.883,297.8,98.0,21405.0,24564.0
16.419,2025/09/23 19:09:12.984,297.9,98.0,21405.0,24564.0
16.519,2025/09/23 19:09:13.084,298.0,98.0,21405.0,24564.0
16.620,2025/09/23 19:09:13.185,298.6,98.0,21405.0,24564.0
16.720,2025/09/23 19:09:13.285,298.4,98.0,21405.0,24564.0
16.820,2025/09/23 19:09:13.386,298.3,98.0,21405.0,24564.0
16.921,2025/09/23 19:09:13.486,298.1,98.0,21405.0,24564.0
17.021,2025/09/23 19:09:13.586,298.0,98.0,21405.0,24564.0
17.122,2025/09/23 19:09:13.687,297.9,98.0,21405.0,24564.0
17.222,2025/09/23 19:09:13.787,297.7,98.0,21405.0,24564.0
17.323,2025/09/23 19:09:13.888,297.6,98.0,21405.0,24564.0
17.423,2025/09/23 19:09:13.988,297.6,98.0,21405.0,24564.0
17.523,2025/09/23 19:09:14.089,297.2,98.0,21405.0,24564.0
17.624,2025/09/23 19:09:14.189,297.0,98.0,21405.0,24564.0
17.724,2025/09/23 19:09:14.289,298.0,98.0,21405.0,24564.0
17.825,2025/09/23 19:09:14.390,298.1,96.0,21405.0,24564.0
17.925,2025/09/23 19:09:14.490,298.3,96.0,21405.0,24564.0
18.026,2025/09/23 19:09:14.591,298.4,98.0,21405.0,24564.0
18.126,2025/09/23 19:09:14.691,298.0,98.0,21405.0,24564.0
18.227,2025/09/23 19:09:14.792,297.6,98.0,21405.0,24564.0
18.327,2025/09/23 19:09:14.892,297.3,98.0,21405.0,24564.0
18.428,2025/09/23 19:09:14.993,296.9,98.0,21405.0,24564.0
18.529,2025/09/23 19:09:15.094,296.4,98.0,21405.0,24564.0
18.630,2025/09/23 19:09:15.195,296.2,98.0,21405.0,24564.0
18.731,2025/09/23 19:09:15.295,295.8,98.0,21405.0,24564.0
18.832,2025/09/23 19:09:15.396,294.3,98.0,21405.0,24564.0
18.933,2025/09/23 19:09:15.497,293.6,98.0,21405.0,24564.0
19.033,2025/09/23 19:09:15.598,292.9,98.0,21405.0,24564.0
