t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
1.235,2025/09/20 01:41:16.794,13.72,0.00,3.00,24564.00
1.336,2025/09/20 01:41:16.895,13.72,0.00,3.00,24564.00
1.438,2025/09/20 01:41:16.996,14.05,0.00,3.00,24564.00
1.538,2025/09/20 01:41:17.097,14.05,0.00,3.00,24564.00
1.639,2025/09/20 01:41:17.197,14.05,0.00,3.00,24564.00
1.739,2025/09/20 01:41:17.298,14.05,0.00,3.00,24564.00
1.840,2025/09/20 01:41:17.398,14.05,0.00,3.00,24564.00
1.939,2025/09/20 01:41:17.499,14.05,0.00,3.00,24564.00
2.041,2025/09/20 01:41:17.599,14.05,0.00,3.00,24564.00
2.141,2025/09/20 01:41:17.700,14.05,0.00,3.00,24564.00
2.242,2025/09/20 01:41:17.801,14.05,0.00,3.00,24564.00
2.342,2025/09/20 01:41:17.901,14.05,0.00,3.00,24564.00
2.444,2025/09/20 01:41:18.002,14.02,0.00,3.00,24564.00
2.545,2025/09/20 01:41:18.102,14.02,0.00,3.00,24564.00
2.644,2025/09/20 01:41:18.203,14.02,0.00,3.00,24564.00
2.744,2025/09/20 01:41:18.304,14.02,0.00,3.00,24564.00
2.845,2025/09/20 01:41:18.404,14.02,0.00,3.00,24564.00
2.945,2025/09/20 01:41:18.505,14.02,0.00,3.00,24564.00
3.047,2025/09/20 01:41:18.605,14.02,0.00,3.00,24564.00
3.147,2025/09/20 01:41:18.706,14.02,0.00,3.00,24564.00
3.248,2025/09/20 01:41:18.807,14.02,0.00,3.00,24564.00
3.348,2025/09/20 01:41:18.907,13.79,0.00,3.00,24564.00
3.449,2025/09/20 01:41:19.008,13.79,0.00,3.00,24564.00
3.549,2025/09/20 01:41:19.108,13.79,0.00,3.00,24564.00
3.650,2025/09/20 01:41:19.209,13.79,0.00,3.00,24564.00
3.751,2025/09/20 01:41:19.309,13.79,0.00,3.00,24564.00
3.851,2025/09/20 01:41:19.410,13.79,0.00,3.00,24564.00
3.952,2025/09/20 01:41:19.510,13.79,0.00,3.00,24564.00
4.052,2025/09/20 01:41:19.611,13.79,0.00,3.00,24564.00
4.152,2025/09/20 01:41:19.712,13.79,0.00,3.00,24564.00
4.253,2025/09/20 01:41:19.812,13.79,0.00,3.00,24564.00
4.354,2025/09/20 01:41:19.913,13.59,0.00,3.00,24564.00
4.454,2025/09/20 01:41:20.013,13.59,0.00,3.00,24564.00
4.555,2025/09/20 01:41:20.114,13.59,0.00,3.00,24564.00
4.655,2025/09/20 01:41:20.214,13.59,0.00,3.00,24564.00
4.756,2025/09/20 01:41:20.315,13.59,0.00,3.00,24564.00
4.857,2025/09/20 01:41:20.415,13.59,0.00,3.00,24564.00
4.957,2025/09/20 01:41:20.516,13.59,0.00,3.00,24564.00
5.057,2025/09/20 01:41:20.617,13.59,0.00,3.00,24564.00
5.159,2025/09/20 01:41:20.717,13.59,0.00,3.00,24564.00
5.259,2025/09/20 01:41:20.818,13.59,0.00,3.00,24564.00
5.359,2025/09/20 01:41:20.918,13.69,0.00,3.00,24564.00
5.460,2025/09/20 01:41:21.019,13.69,0.00,3.00,24564.00
5.560,2025/09/20 01:41:21.119,13.69,0.00,3.00,24564.00
5.662,2025/09/20 01:41:21.220,13.69,0.00,3.00,24564.00
5.761,2025/09/20 01:41:21.320,13.69,0.00,3.00,24564.00
5.862,2025/09/20 01:41:21.421,13.69,0.00,3.00,24564.00
5.962,2025/09/20 01:41:21.521,13.69,0.00,3.00,24564.00
