t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
1.228,2025/09/20 02:11:59.483,13.89,0.00,3.00,24564.00
1.329,2025/09/20 02:11:59.584,13.89,0.00,3.00,24564.00
1.430,2025/09/20 02:11:59.684,13.89,0.00,3.00,24564.00
1.530,2025/09/20 02:11:59.785,13.89,0.00,3.00,24564.00
1.631,2025/09/20 02:11:59.886,13.89,0.00,3.00,24564.00
1.731,2025/09/20 02:11:59.986,13.89,0.00,3.00,24564.00
1.831,2025/09/20 02:12:00.086,13.89,0.00,3.00,24564.00
1.933,2025/09/20 02:12:00.187,13.89,0.00,3.00,24564.00
2.034,2025/09/20 02:12:00.288,13.88,0.00,3.00,24564.00
2.134,2025/09/20 02:12:00.388,13.88,0.00,3.00,24564.00
2.234,2025/09/20 02:12:00.489,13.88,0.00,3.00,24564.00
2.335,2025/09/20 02:12:00.590,13.88,0.00,3.00,24564.00
2.436,2025/09/20 02:12:00.690,13.88,0.00,3.00,24564.00
2.536,2025/09/20 02:12:00.791,13.88,0.00,3.00,24564.00
2.636,2025/09/20 02:12:00.891,13.88,0.00,3.00,24564.00
2.737,2025/09/20 02:12:00.992,13.88,0.00,3.00,24564.00
2.838,2025/09/20 02:12:01.092,13.88,0.00,3.00,24564.00
2.939,2025/09/20 02:12:01.193,13.88,0.00,3.00,24564.00
3.039,2025/09/20 02:12:01.293,13.78,0.00,3.00,24564.00
3.139,2025/09/20 02:12:01.394,13.78,0.00,3.00,24564.00
3.240,2025/09/20 02:12:01.494,13.78,0.00,3.00,24564.00
3.340,2025/09/20 02:12:01.595,13.78,0.00,3.00,24564.00
3.441,2025/09/20 02:12:01.696,13.78,0.00,3.00,24564.00
3.542,2025/09/20 02:12:01.796,13.78,0.00,3.00,24564.00
3.642,2025/09/20 02:12:01.897,13.78,0.00,3.00,24564.00
3.742,2025/09/20 02:12:01.997,13.78,0.00,3.00,24564.00
3.843,2025/09/20 02:12:02.098,13.78,0.00,3.00,24564.00
3.944,2025/09/20 02:12:02.198,13.78,0.00,3.00,24564.00
4.044,2025/09/20 02:12:02.299,13.89,0.00,3.00,24564.00
4.145,2025/09/20 02:12:02.399,13.89,0.00,3.00,24564.00
4.246,2025/09/20 02:12:02.500,13.89,0.00,3.00,24564.00
4.346,2025/09/20 02:12:02.601,13.89,0.00,3.00,24564.00
4.446,2025/09/20 02:12:02.701,13.89,0.00,3.00,24564.00
4.547,2025/09/20 02:12:02.802,13.89,0.00,3.00,24564.00
4.647,2025/09/20 02:12:02.902,13.89,0.00,3.00,24564.00
4.749,2025/09/20 02:12:03.003,13.89,0.00,3.00,24564.00
4.849,2025/09/20 02:12:03.103,13.89,0.00,3.00,24564.00
4.949,2025/09/20 02:12:03.204,13.89,0.00,3.00,24564.00
5.049,2025/09/20 02:12:03.304,13.87,0.00,3.00,24564.00
5.151,2025/09/20 02:12:03.405,13.87,0.00,3.00,24564.00
5.251,2025/09/20 02:12:03.506,13.87,0.00,3.00,24564.00
5.351,2025/09/20 02:12:03.606,13.87,0.00,3.00,24564.00
5.453,2025/09/20 02:12:03.707,13.87,0.00,3.00,24564.00
5.553,2025/09/20 02:12:03.807,13.87,0.00,3.00,24564.00
5.653,2025/09/20 02:12:03.908,13.87,0.00,3.00,24564.00
5.754,2025/09/20 02:12:04.008,13.87,0.00,3.00,24564.00
5.854,2025/09/20 02:12:04.109,13.87,0.00,3.00,24564.00
5.955,2025/09/20 02:12:04.210,13.87,0.00,3.00,24564.00
