t_local_s,timestamp,power_W,util_pct,mem_used_MB,mem_total_MB
0.011,2025/09/23 21:12:59.088,77.2,0.0,21399.0,24564.0
0.112,2025/09/23 21:12:59.189,66.7,9.0,21403.0,24564.0
0.213,2025/09/23 21:12:59.290,85.7,9.0,21403.0,24564.0
0.314,2025/09/23 21:12:59.391,104.7,97.0,21403.0,24564.0
0.415,2025/09/23 21:12:59.492,125.2,97.0,21403.0,24564.0
0.516,2025/09/23 21:12:59.592,145.9,98.0,21403.0,24564.0
0.617,2025/09/23 21:12:59.693,158.1,98.0,21403.0,24564.0
0.718,2025/09/23 21:12:59.795,168.5,98.0,21403.0,24564.0
0.819,2025/09/23 21:12:59.896,177.2,98.0,21403.0,24564.0
0.919,2025/09/23 21:12:59.996,184.8,98.0,21403.0,24564.0
1.020,2025/09/23 21:13:00.097,191.6,98.0,21403.0,24564.0
1.120,2025/09/23 21:13:00.197,287.8,98.0,21403.0,24564.0
1.221,2025/09/23 21:13:00.298,288.2,98.0,21403.0,24564.0
1.321,2025/09/23 21:13:00.398,290.0,98.0,21403.0,24564.0
1.422,2025/09/23 21:13:00.499,291.7,98.0,21403.0,24564.0
1.522,2025/09/23 21:13:00.599,292.0,98.0,21403.0,24564.0
1.623,2025/09/23 21:13:00.700,291.9,98.0,21403.0,24564.0
1.723,2025/09/23 21:13:00.800,291.8,98.0,21403.0,24564.0
1.824,2025/09/23 21:13:00.901,291.6,98.0,21403.0,24564.0
1.924,2025/09/23 21:13:01.001,291.5,98.0,21403.0,24564.0
2.025,2025/09/23 21:13:01.102,291.3,98.0,21403.0,24564.0
2.126,2025/09/23 21:13:01.202,291.0,98.0,21403.0,24564.0
2.226,2025/09/23 21:13:01.303,291.1,98.0,21403.0,24564.0
2.327,2025/09/23 21:13:01.404,289.9,96.0,21403.0,24564.0
2.427,2025/09/23 21:13:01.504,290.1,96.0,21403.0,24564.0
2.528,2025/09/23 21:13:01.605,290.2,98.0,21403.0,24564.0
2.629,2025/09/23 21:13:01.706,290.4,98.0,21403.0,24564.0
2.729,2025/09/23 21:13:01.806,290.6,98.0,21403.0,24564.0
2.830,2025/09/23 21:13:01.907,290.8,98.0,21403.0,24564.0
2.930,2025/09/23 21:13:02.007,290.8,98.0,21403.0,24564.0
3.031,2025/09/23 21:13:02.108,291.0,98.0,21403.0,24564.0
3.132,2025/09/23 21:13:02.209,291.5,98.0,21403.0,24564.0
3.237,2025/09/23 21:13:02.310,291.5,98.0,21403.0,24564.0
3.338,2025/09/23 21:13:02.415,292.7,98.0,21403.0,24564.0
3.438,2025/09/23 21:13:02.515,292.6,98.0,21403.0,24564.0
3.539,2025/09/23 21:13:02.616,292.5,98.0,21403.0,24564.0
3.639,2025/09/23 21:13:02.716,292.4,98.0,21403.0,24564.0
3.740,2025/09/23 21:13:02.817,292.4,98.0,21403.0,24564.0
3.840,2025/09/23 21:13:02.917,292.3,98.0,21403.0,24564.0
3.941,2025/09/23 21:13:03.018,292.2,98.0,21403.0,24564.0
4.041,2025/09/23 21:13:03.118,292.2,98.0,21403.0,24564.0
4.142,2025/09/23 21:13:03.219,292.1,98.0,21403.0,24564.0
4.242,2025/09/23 21:13:03.319,292.0,98.0,21403.0,24564.0
4.342,2025/09/23 21:13:03.419,291.9,98.0,21403.0,24564.0
4.443,2025/09/23 21:13:03.520,290.8,96.0,21403.0,24564.0
