t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.989,2025/09/20 04:09:07.433,213.52,95.00,15359.00,24564.00
1.090,2025/09/20 04:09:07.533,214.97,84.00,15359.00,24564.00
1.190,2025/09/20 04:09:07.634,252.51,84.00,15359.00,24564.00
1.290,2025/09/20 04:09:07.734,254.21,95.00,15359.00,24564.00
1.391,2025/09/20 04:09:07.835,256.16,95.00,15359.00,24564.00
1.492,2025/09/20 04:09:07.935,256.53,95.00,15359.00,24564.00
1.592,2025/09/20 04:09:08.036,256.35,95.00,15359.00,24564.00
1.694,2025/09/20 04:09:08.136,256.21,95.00,15359.00,24564.00
1.793,2025/09/20 04:09:08.237,255.98,95.00,15359.00,24564.00
1.893,2025/09/20 04:09:08.337,251.80,83.00,15359.00,24564.00
1.994,2025/09/20 04:09:08.438,252.84,83.00,15359.00,24564.00
2.095,2025/09/20 04:09:08.538,254.07,95.00,15359.00,24564.00
2.195,2025/09/20 04:09:08.639,256.89,95.00,15359.00,24564.00
2.295,2025/09/20 04:09:08.739,256.84,94.00,15359.00,24564.00
2.396,2025/09/20 04:09:08.840,256.35,94.00,15359.00,24564.00
2.499,2025/09/20 04:09:08.941,256.08,95.00,15359.00,24564.00
2.598,2025/09/20 04:09:09.041,255.95,95.00,15359.00,24564.00
2.698,2025/09/20 04:09:09.142,252.40,95.00,15359.00,24564.00
2.801,2025/09/20 04:09:09.242,252.71,95.00,15359.00,24564.00
2.899,2025/09/20 04:09:09.343,257.28,84.00,15359.00,24564.00
3.005,2025/09/20 04:09:09.444,256.45,95.00,15359.00,24564.00
3.105,2025/09/20 04:09:09.550,256.39,95.00,15359.00,24564.00
3.206,2025/09/20 04:09:09.650,256.33,95.00,15359.00,24564.00
3.307,2025/09/20 04:09:09.750,255.95,95.00,15359.00,24564.00
3.407,2025/09/20 04:09:09.851,255.90,95.00,15359.00,24564.00
3.508,2025/09/20 04:09:09.951,255.87,95.00,15359.00,24564.00
3.608,2025/09/20 04:09:10.052,252.51,84.00,15361.00,24564.00
3.708,2025/09/20 04:09:10.152,252.94,84.00,15361.00,24564.00
3.808,2025/09/20 04:09:10.253,256.69,95.00,15361.00,24564.00
3.909,2025/09/20 04:09:10.353,256.73,95.00,15361.00,24564.00
4.010,2025/09/20 04:09:10.454,256.50,95.00,15361.00,24564.00
4.110,2025/09/20 04:09:10.554,256.23,95.00,15361.00,24564.00
