t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
1.128,2025/09/20 01:36:08.793,13.68,0.00,3.00,24564.00
1.230,2025/09/20 01:36:08.894,14.14,0.00,3.00,24564.00
1.331,2025/09/20 01:36:08.995,14.14,0.00,3.00,24564.00
1.431,2025/09/20 01:36:09.096,14.14,0.00,3.00,24564.00
1.532,2025/09/20 01:36:09.196,14.14,0.00,3.00,24564.00
1.632,2025/09/20 01:36:09.297,14.14,0.00,3.00,24564.00
1.733,2025/09/20 01:36:09.397,14.14,0.00,3.00,24564.00
1.834,2025/09/20 01:36:09.498,14.14,0.00,3.00,24564.00
1.934,2025/09/20 01:36:09.599,14.14,0.00,3.00,24564.00
2.035,2025/09/20 01:36:09.699,14.14,0.00,3.00,24564.00
2.135,2025/09/20 01:36:09.800,14.02,0.00,3.00,24564.00
2.236,2025/09/20 01:36:09.900,14.02,0.00,3.00,24564.00
2.337,2025/09/20 01:36:10.001,14.02,0.00,3.00,24564.00
2.437,2025/09/20 01:36:10.102,14.02,0.00,3.00,24564.00
2.538,2025/09/20 01:36:10.202,14.02,0.00,3.00,24564.00
2.638,2025/09/20 01:36:10.303,14.02,0.00,3.00,24564.00
2.738,2025/09/20 01:36:10.403,14.02,0.00,3.00,24564.00
2.839,2025/09/20 01:36:10.504,14.02,0.00,3.00,24564.00
2.940,2025/09/20 01:36:10.604,14.02,0.00,3.00,24564.00
3.040,2025/09/20 01:36:10.705,14.02,0.00,3.00,24564.00
3.141,2025/09/20 01:36:10.805,13.87,0.00,3.00,24564.00
3.241,2025/09/20 01:36:10.906,13.87,0.00,3.00,24564.00
3.342,2025/09/20 01:36:11.006,13.87,0.00,3.00,24564.00
3.442,2025/09/20 01:36:11.107,13.87,0.00,3.00,24564.00
3.543,2025/09/20 01:36:11.208,13.87,0.00,3.00,24564.00
3.643,2025/09/20 01:36:11.308,13.87,0.00,3.00,24564.00
3.744,2025/09/20 01:36:11.409,13.87,0.00,3.00,24564.00
3.845,2025/09/20 01:36:11.509,13.87,0.00,3.00,24564.00
3.946,2025/09/20 01:36:11.610,13.87,0.00,3.00,24564.00
4.046,2025/09/20 01:36:11.710,13.87,0.00,3.00,24564.00
4.146,2025/09/20 01:36:11.811,13.69,0.00,3.00,24564.00
4.247,2025/09/20 01:36:11.911,13.69,0.00,3.00,24564.00
4.347,2025/09/20 01:36:12.012,13.69,0.00,3.00,24564.00
4.448,2025/09/20 01:36:12.112,13.69,0.00,3.00,24564.00
4.548,2025/09/20 01:36:12.213,13.69,0.00,3.00,24564.00
4.648,2025/09/20 01:36:12.313,13.69,0.00,3.00,24564.00
4.749,2025/09/20 01:36:12.414,13.69,0.00,3.00,24564.00
4.850,2025/09/20 01:36:12.515,13.69,0.00,3.00,24564.00
4.951,2025/09/20 01:36:12.615,13.69,0.00,3.00,24564.00
5.051,2025/09/20 01:36:12.716,13.69,0.00,3.00,24564.00
5.152,2025/09/20 01:36:12.816,13.53,0.00,3.00,24564.00
5.252,2025/09/20 01:36:12.917,13.53,0.00,3.00,24564.00
5.353,2025/09/20 01:36:13.017,13.53,0.00,3.00,24564.00
5.454,2025/09/20 01:36:13.118,13.53,0.00,3.00,24564.00
5.555,2025/09/20 01:36:13.218,13.53,0.00,3.00,24564.00
5.655,2025/09/20 01:36:13.319,13.53,0.00,3.00,24564.00
5.755,2025/09/20 01:36:13.419,13.53,0.00,3.00,24564.00
5.856,2025/09/20 01:36:13.520,13.53,0.00,3.00,24564.00
5.956,2025/09/20 01:36:13.621,13.53,0.00,3.00,24564.00
6.057,2025/09/20 01:36:13.721,13.53,0.00,3.00,24564.00
6.157,2025/09/20 01:36:13.822,13.67,0.00,3.00,24564.00
6.258,2025/09/20 01:36:13.923,13.67,0.00,3.00,24564.00
6.359,2025/09/20 01:36:14.023,13.67,0.00,3.00,24564.00
6.460,2025/09/20 01:36:14.124,13.67,0.00,3.00,24564.00
6.559,2025/09/20 01:36:14.224,13.67,0.00,3.00,24564.00
