t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.456,2025/09/20 04:02:12.825,112.69,94.00,15359.00,24564.00
0.557,2025/09/20 04:02:12.925,122.71,94.00,15359.00,24564.00
0.658,2025/09/20 04:02:13.026,131.34,94.00,15359.00,24564.00
0.758,2025/09/20 04:02:13.126,138.82,94.00,15359.00,24564.00
0.858,2025/09/20 04:02:13.227,145.50,94.00,15359.00,24564.00
0.960,2025/09/20 04:02:13.328,150.30,94.00,15359.00,24564.00
1.060,2025/09/20 04:02:13.428,155.01,84.00,15359.00,24564.00
1.161,2025/09/20 04:02:13.529,249.42,84.00,15359.00,24564.00
1.261,2025/09/20 04:02:13.630,255.37,94.00,15359.00,24564.00
1.362,2025/09/20 04:02:13.730,257.14,94.00,15359.00,24564.00
1.463,2025/09/20 04:02:13.831,257.41,94.00,15359.00,24564.00
1.563,2025/09/20 04:02:13.931,257.08,94.00,15359.00,24564.00
1.664,2025/09/20 04:02:14.032,256.56,94.00,15359.00,24564.00
1.765,2025/09/20 04:02:14.133,256.45,94.00,15359.00,24564.00
1.867,2025/09/20 04:02:14.234,252.47,84.00,15359.00,24564.00
1.968,2025/09/20 04:02:14.335,253.46,84.00,15359.00,24564.00
2.069,2025/09/20 04:02:14.436,255.92,95.00,15359.00,24564.00
2.170,2025/09/20 04:02:14.537,257.64,95.00,15359.00,24564.00
2.270,2025/09/20 04:02:14.638,257.81,95.00,15359.00,24564.00
2.370,2025/09/20 04:02:14.739,257.67,95.00,15359.00,24564.00
2.471,2025/09/20 04:02:14.839,257.46,95.00,15359.00,24564.00
2.572,2025/09/20 04:02:14.940,257.21,95.00,15359.00,24564.00
2.672,2025/09/20 04:02:15.040,257.22,95.00,15359.00,24564.00
2.773,2025/09/20 04:02:15.141,254.11,95.00,15359.00,24564.00
2.873,2025/09/20 04:02:15.242,254.45,85.00,15359.00,24564.00
2.974,2025/09/20 04:02:15.342,258.86,85.00,15359.00,24564.00
3.076,2025/09/20 04:02:15.443,258.28,94.00,15359.00,24564.00
3.177,2025/09/20 04:02:15.544,258.28,94.00,15359.00,24564.00
3.276,2025/09/20 04:02:15.644,258.27,95.00,15359.00,24564.00
3.377,2025/09/20 04:02:15.745,257.97,95.00,15359.00,24564.00
3.477,2025/09/20 04:02:15.845,257.99,95.00,15359.00,24564.00
3.578,2025/09/20 04:02:15.946,258.10,95.00,15361.00,24564.00
3.679,2025/09/20 04:02:16.046,254.91,83.00,15361.00,24564.00
3.779,2025/09/20 04:02:16.147,255.36,83.00,15361.00,24564.00
3.879,2025/09/20 04:02:16.248,259.08,95.00,15361.00,24564.00
3.980,2025/09/20 04:02:16.348,259.12,95.00,15361.00,24564.00
4.080,2025/09/20 04:02:16.449,258.87,95.00,15361.00,24564.00
4.181,2025/09/20 04:02:16.549,258.60,95.00,15361.00,24564.00
4.281,2025/09/20 04:02:16.650,258.27,95.00,15361.00,24564.00
4.381,2025/09/20 04:02:16.750,257.99,95.00,15361.00,24564.00
4.483,2025/09/20 04:02:16.851,258.06,95.00,15361.00,24564.00
4.584,2025/09/20 04:02:16.952,254.82,95.00,15361.00,24564.00
4.684,2025/09/20 04:02:17.053,255.19,85.00,15361.00,24564.00
4.786,2025/09/20 04:02:17.154,258.80,85.00,15361.00,24564.00
4.889,2025/09/20 04:02:17.255,258.78,95.00,15361.00,24564.00
4.988,2025/09/20 04:02:17.356,258.26,95.00,15361.00,24564.00
5.088,2025/09/20 04:02:17.457,258.59,95.00,15361.00,24564.00
5.195,2025/09/20 04:02:17.557,258.60,95.00,15361.00,24564.00
5.290,2025/09/20 04:02:17.658,258.61,95.00,15361.00,24564.00
5.391,2025/09/20 04:02:17.759,258.63,95.00,15361.00,24564.00
5.491,2025/09/20 04:02:17.859,255.28,83.00,15361.00,24564.00
5.592,2025/09/20 04:02:17.960,255.48,83.00,15361.00,24564.00
5.692,2025/09/20 04:02:18.060,258.96,94.00,15361.00,24564.00
5.793,2025/09/20 04:02:18.161,258.82,94.00,15361.00,24564.00
5.894,2025/09/20 04:02:18.262,258.45,94.00,15361.00,24564.00
5.994,2025/09/20 04:02:18.362,257.99,94.00,15361.00,24564.00
6.095,2025/09/20 04:02:18.463,257.62,94.00,15361.00,24564.00
6.195,2025/09/20 04:02:18.563,257.41,94.00,15361.00,24564.00
6.295,2025/09/20 04:02:18.664,257.12,92.00,15361.00,24564.00
6.397,2025/09/20 04:02:18.764,253.65,92.00,15361.00,24564.00
6.498,2025/09/20 04:02:18.865,253.91,85.00,15361.00,24564.00
6.597,2025/09/20 04:02:18.966,257.41,85.00,15361.00,24564.00
6.699,2025/09/20 04:02:19.066,257.44,94.00,15361.00,24564.00
6.800,2025/09/20 04:02:19.168,257.27,94.00,15361.00,24564.00
6.900,2025/09/20 04:02:19.268,257.24,94.00,15361.00,24564.00
7.001,2025/09/20 04:02:19.369,257.20,94.00,15361.00,24564.00
7.102,2025/09/20 04:02:19.470,254.40,94.00,15361.00,24564.00
7.203,2025/09/20 04:02:19.570,254.26,94.00,15361.00,24564.00
7.304,2025/09/20 04:02:19.671,254.73,84.00,15361.00,24564.00
7.408,2025/09/20 04:02:19.772,258.41,94.00,15361.00,24564.00
7.509,2025/09/20 04:02:19.877,258.34,94.00,15361.00,24564.00
7.609,2025/09/20 04:02:19.977,258.08,94.00,15361.00,24564.00
7.710,2025/09/20 04:02:20.078,257.76,94.00,15361.00,24564.00
7.810,2025/09/20 04:02:20.178,257.22,94.00,15361.00,24564.00
7.911,2025/09/20 04:02:20.279,257.25,94.00,15361.00,24564.00
8.011,2025/09/20 04:02:20.379,253.17,83.00,15361.00,24564.00
8.112,2025/09/20 04:02:20.480,253.77,83.00,15361.00,24564.00
8.212,2025/09/20 04:02:20.580,256.81,94.00,15361.00,24564.00
8.313,2025/09/20 04:02:20.681,257.22,94.00,15361.00,24564.00
8.414,2025/09/20 04:02:20.781,257.24,94.00,15361.00,24564.00
8.514,2025/09/20 04:02:20.882,257.26,94.00,15361.00,24564.00
8.614,2025/09/20 04:02:20.983,257.13,94.00,15361.00,24564.00
8.716,2025/09/20 04:02:21.083,257.16,94.00,15361.00,24564.00
8.815,2025/09/20 04:02:21.184,257.14,94.00,15361.00,24564.00
