t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
1.121,2025/09/20 03:49:12.780,13.72,0.00,3.00,24564.00
1.221,2025/09/20 03:49:12.881,13.72,0.00,3.00,24564.00
1.322,2025/09/20 03:49:12.981,13.72,0.00,3.00,24564.00
1.422,2025/09/20 03:49:13.082,13.72,0.00,3.00,24564.00
1.523,2025/09/20 03:49:13.183,13.72,0.00,3.00,24564.00
1.623,2025/09/20 03:49:13.283,13.72,0.00,3.00,24564.00
1.724,2025/09/20 03:49:13.384,13.72,0.00,3.00,24564.00
1.825,2025/09/20 03:49:13.484,13.72,0.00,3.00,24564.00
1.925,2025/09/20 03:49:13.585,13.72,0.00,3.00,24564.00
2.026,2025/09/20 03:49:13.686,13.99,0.00,3.00,24564.00
2.127,2025/09/20 03:49:13.786,13.99,0.00,3.00,24564.00
2.229,2025/09/20 03:49:13.887,13.99,0.00,3.00,24564.00
2.328,2025/09/20 03:49:13.987,13.99,0.00,3.00,24564.00
2.428,2025/09/20 03:49:14.088,13.99,0.00,3.00,24564.00
2.529,2025/09/20 03:49:14.188,13.99,0.00,3.00,24564.00
2.629,2025/09/20 03:49:14.289,13.99,0.00,3.00,24564.00
2.730,2025/09/20 03:49:14.390,13.99,0.00,3.00,24564.00
2.830,2025/09/20 03:49:14.490,13.99,0.00,3.00,24564.00
2.931,2025/09/20 03:49:14.591,13.99,0.00,3.00,24564.00
3.032,2025/09/20 03:49:14.691,13.79,0.00,3.00,24564.00
3.133,2025/09/20 03:49:14.792,13.79,0.00,3.00,24564.00
3.233,2025/09/20 03:49:14.892,13.79,0.00,3.00,24564.00
3.333,2025/09/20 03:49:14.993,13.79,0.00,3.00,24564.00
3.434,2025/09/20 03:49:15.093,13.79,0.00,3.00,24564.00
3.534,2025/09/20 03:49:15.194,13.79,0.00,3.00,24564.00
3.635,2025/09/20 03:49:15.295,13.79,0.00,3.00,24564.00
3.736,2025/09/20 03:49:15.395,13.79,0.00,3.00,24564.00
3.836,2025/09/20 03:49:15.496,13.79,0.00,3.00,24564.00
3.936,2025/09/20 03:49:15.596,13.79,0.00,3.00,24564.00
4.037,2025/09/20 03:49:15.697,13.80,0.00,3.00,24564.00
4.137,2025/09/20 03:49:15.797,13.80,0.00,3.00,24564.00
4.238,2025/09/20 03:49:15.898,13.80,0.00,3.00,24564.00
4.339,2025/09/20 03:49:15.998,13.80,0.00,3.00,24564.00
4.439,2025/09/20 03:49:16.099,13.80,0.00,3.00,24564.00
4.540,2025/09/20 03:49:16.200,13.80,0.00,3.00,24564.00
4.640,2025/09/20 03:49:16.300,13.80,0.00,3.00,24564.00
4.741,2025/09/20 03:49:16.401,13.80,0.00,3.00,24564.00
4.843,2025/09/20 03:49:16.501,13.80,0.00,3.00,24564.00
4.942,2025/09/20 03:49:16.602,13.80,0.00,3.00,24564.00
5.043,2025/09/20 03:49:16.702,13.90,0.00,3.00,24564.00
5.143,2025/09/20 03:49:16.803,13.90,0.00,3.00,24564.00
5.244,2025/09/20 03:49:16.904,13.90,0.00,3.00,24564.00
5.345,2025/09/20 03:49:17.004,13.90,0.00,3.00,24564.00
5.445,2025/09/20 03:49:17.105,13.90,0.00,3.00,24564.00
