t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.443,2025/09/20 04:02:40.630,121.73,94.00,15359.00,24564.00
0.544,2025/09/20 04:02:40.730,139.71,94.00,15359.00,24564.00
0.644,2025/09/20 04:02:40.831,157.62,94.00,15359.00,24564.00
0.745,2025/09/20 04:02:40.932,175.23,94.00,15359.00,24564.00
0.846,2025/09/20 04:02:41.032,182.08,94.00,15359.00,24564.00
0.946,2025/09/20 04:02:41.133,187.88,94.00,15359.00,24564.00
1.048,2025/09/20 04:02:41.234,190.00,83.00,15359.00,24564.00
1.148,2025/09/20 04:02:41.334,251.74,83.00,15359.00,24564.00
1.249,2025/09/20 04:02:41.435,253.19,94.00,15359.00,24564.00
1.350,2025/09/20 04:02:41.536,254.99,94.00,15359.00,24564.00
1.450,2025/09/20 04:02:41.636,255.30,94.00,15359.00,24564.00
1.550,2025/09/20 04:02:41.737,255.19,94.00,15359.00,24564.00
1.651,2025/09/20 04:02:41.837,254.90,94.00,15359.00,24564.00
1.751,2025/09/20 04:02:41.938,254.78,94.00,15359.00,24564.00
1.852,2025/09/20 04:02:42.038,254.87,94.00,15359.00,24564.00
1.953,2025/09/20 04:02:42.139,252.00,94.00,15359.00,24564.00
2.052,2025/09/20 04:02:42.239,252.39,85.00,15359.00,24564.00
2.153,2025/09/20 04:02:42.340,256.47,85.00,15359.00,24564.00
2.254,2025/09/20 04:02:42.440,256.47,94.00,15359.00,24564.00
2.355,2025/09/20 04:02:42.541,256.33,94.00,15359.00,24564.00
2.455,2025/09/20 04:02:42.641,256.24,94.00,15359.00,24564.00
2.556,2025/09/20 04:02:42.742,256.02,94.00,15359.00,24564.00
2.656,2025/09/20 04:02:42.843,255.95,95.00,15359.00,24564.00
2.757,2025/09/20 04:02:42.943,253.84,95.00,15359.00,24564.00
2.859,2025/09/20 04:02:43.044,252.15,83.00,15359.00,24564.00
2.959,2025/09/20 04:02:43.145,252.41,83.00,15359.00,24564.00
3.060,2025/09/20 04:02:43.246,255.56,94.00,15359.00,24564.00
3.161,2025/09/20 04:02:43.347,255.46,94.00,15359.00,24564.00
3.261,2025/09/20 04:02:43.448,255.34,94.00,15359.00,24564.00
3.362,2025/09/20 04:02:43.548,255.12,94.00,15359.00,24564.00
3.462,2025/09/20 04:02:43.649,254.88,94.00,15359.00,24564.00
3.563,2025/09/20 04:02:43.750,254.90,94.00,15359.00,24564.00
3.663,2025/09/20 04:02:43.850,251.33,84.00,15361.00,24564.00
3.764,2025/09/20 04:02:43.951,252.08,84.00,15361.00,24564.00
3.864,2025/09/20 04:02:44.051,254.40,94.00,15361.00,24564.00
3.965,2025/09/20 04:02:44.152,256.38,94.00,15361.00,24564.00
4.065,2025/09/20 04:02:44.252,256.37,95.00,15361.00,24564.00
4.166,2025/09/20 04:02:44.353,256.11,95.00,15361.00,24564.00
4.266,2025/09/20 04:02:44.453,255.88,95.00,15361.00,24564.00
4.367,2025/09/20 04:02:44.554,255.65,95.00,15361.00,24564.00
4.468,2025/09/20 04:02:44.654,255.73,95.00,15361.00,24564.00
4.568,2025/09/20 04:02:44.755,252.55,95.00,15361.00,24564.00
4.669,2025/09/20 04:02:44.855,252.78,84.00,15361.00,24564.00
4.769,2025/09/20 04:02:44.956,256.67,84.00,15361.00,24564.00
4.870,2025/09/20 04:02:45.056,256.24,94.00,15361.00,24564.00
4.970,2025/09/20 04:02:45.157,256.47,94.00,15361.00,24564.00
5.070,2025/09/20 04:02:45.257,256.44,95.00,15361.00,24564.00
5.171,2025/09/20 04:02:45.358,256.25,95.00,15361.00,24564.00
5.271,2025/09/20 04:02:45.458,256.26,95.00,15361.00,24564.00
5.373,2025/09/20 04:02:45.559,256.30,95.00,15361.00,24564.00
5.473,2025/09/20 04:02:45.659,252.60,82.00,15361.00,24564.00
5.573,2025/09/20 04:02:45.760,256.23,82.00,15361.00,24564.00
5.674,2025/09/20 04:02:45.860,256.26,94.00,15361.00,24564.00
5.775,2025/09/20 04:02:45.961,256.26,94.00,15361.00,24564.00
5.876,2025/09/20 04:02:46.061,255.60,94.00,15361.00,24564.00
5.976,2025/09/20 04:02:46.162,255.24,94.00,15361.00,24564.00
6.076,2025/09/20 04:02:46.263,254.90,94.00,15361.00,24564.00
6.182,2025/09/20 04:02:46.363,254.83,94.00,15361.00,24564.00
6.282,2025/09/20 04:02:46.468,251.11,94.00,15361.00,24564.00
6.382,2025/09/20 04:02:46.569,251.47,83.00,15361.00,24564.00
6.482,2025/09/20 04:02:46.669,255.71,83.00,15361.00,24564.00
6.583,2025/09/20 04:02:46.770,255.68,94.00,15361.00,24564.00
6.684,2025/09/20 04:02:46.870,255.75,94.00,15361.00,24564.00
6.784,2025/09/20 04:02:46.971,255.68,94.00,15361.00,24564.00
6.884,2025/09/20 04:02:47.071,255.44,94.00,15361.00,24564.00
6.985,2025/09/20 04:02:47.172,255.83,95.00,15361.00,24564.00
7.085,2025/09/20 04:02:47.272,255.86,95.00,15361.00,24564.00
7.186,2025/09/20 04:02:47.372,252.71,84.00,15361.00,24564.00
7.286,2025/09/20 04:02:47.473,253.22,84.00,15361.00,24564.00
7.387,2025/09/20 04:02:47.573,257.39,95.00,15361.00,24564.00
7.488,2025/09/20 04:02:47.674,257.39,95.00,15361.00,24564.00
7.587,2025/09/20 04:02:47.774,257.26,95.00,15361.00,24564.00
7.689,2025/09/20 04:02:47.875,257.11,95.00,15361.00,24564.00
7.790,2025/09/20 04:02:47.975,256.83,95.00,15361.00,24564.00
7.889,2025/09/20 04:02:48.076,256.76,95.00,15361.00,24564.00
7.990,2025/09/20 04:02:48.176,256.70,95.00,15361.00,24564.00
8.090,2025/09/20 04:02:48.277,253.18,95.00,15361.00,24564.00
8.190,2025/09/20 04:02:48.377,253.27,83.00,15361.00,24564.00
8.291,2025/09/20 04:02:48.478,256.78,83.00,15361.00,24564.00
8.391,2025/09/20 04:02:48.578,256.70,94.00,15361.00,24564.00
8.492,2025/09/20 04:02:48.679,256.68,94.00,15361.00,24564.00
8.593,2025/09/20 04:02:48.779,256.55,95.00,15361.00,24564.00
8.693,2025/09/20 04:02:48.880,256.35,95.00,15361.00,24564.00
8.793,2025/09/20 04:02:48.980,256.25,95.00,15361.00,24564.00
