t_local_s,timestamp,power_W,util_pct,mem_used_MiB,mem_total_MiB
0.519,2025/09/20 05:28:10.333,137.38,94.00,15359.00,24564.00
0.619,2025/09/20 05:28:10.434,155.38,94.00,15359.00,24564.00
0.720,2025/09/20 05:28:10.535,173.07,94.00,15359.00,24564.00
0.821,2025/09/20 05:28:10.635,190.89,94.00,15359.00,24564.00
0.923,2025/09/20 05:28:10.736,208.61,94.00,15359.00,24564.00
1.023,2025/09/20 05:28:10.837,208.79,81.00,15359.00,24564.00
1.124,2025/09/20 05:28:10.938,252.60,81.00,15359.00,24564.00
1.225,2025/09/20 05:28:11.039,253.81,94.00,15359.00,24564.00
1.326,2025/09/20 05:28:11.140,255.54,94.00,15359.00,24564.00
1.427,2025/09/20 05:28:11.241,256.04,94.00,15359.00,24564.00
1.528,2025/09/20 05:28:11.341,256.07,94.00,15359.00,24564.00
1.628,2025/09/20 05:28:11.442,255.81,94.00,15359.00,24564.00
1.729,2025/09/20 05:28:11.543,255.55,94.00,15359.00,24564.00
1.828,2025/09/20 05:28:11.643,255.63,94.00,15359.00,24564.00
1.929,2025/09/20 05:28:11.744,251.91,94.00,15359.00,24564.00
2.030,2025/09/20 05:28:11.844,252.34,82.00,15359.00,24564.00
2.131,2025/09/20 05:28:11.945,257.00,82.00,15359.00,24564.00
2.231,2025/09/20 05:28:12.046,257.15,94.00,15359.00,24564.00
2.332,2025/09/20 05:28:12.146,257.14,94.00,15359.00,24564.00
2.433,2025/09/20 05:28:12.247,256.84,95.00,15359.00,24564.00
2.532,2025/09/20 05:28:12.347,256.44,95.00,15359.00,24564.00
2.633,2025/09/20 05:28:12.448,256.23,95.00,15359.00,24564.00
2.734,2025/09/20 05:28:12.548,256.29,95.00,15359.00,24564.00
2.835,2025/09/20 05:28:12.649,252.62,83.00,15359.00,24564.00
2.935,2025/09/20 05:28:12.750,252.96,83.00,15359.00,24564.00
3.036,2025/09/20 05:28:12.850,257.12,95.00,15359.00,24564.00
3.136,2025/09/20 05:28:12.951,257.29,95.00,15359.00,24564.00
3.236,2025/09/20 05:28:13.051,257.40,95.00,15359.00,24564.00
3.337,2025/09/20 05:28:13.152,257.30,95.00,15359.00,24564.00
3.438,2025/09/20 05:28:13.252,257.11,95.00,15359.00,24564.00
3.538,2025/09/20 05:28:13.353,257.24,95.00,15359.00,24564.00
3.638,2025/09/20 05:28:13.453,257.25,94.00,15361.00,24564.00
3.740,2025/09/20 05:28:13.554,254.10,94.00,15361.00,24564.00
3.841,2025/09/20 05:28:13.655,254.50,84.00,15361.00,24564.00
3.942,2025/09/20 05:28:13.756,258.61,84.00,15361.00,24564.00
4.043,2025/09/20 05:28:13.857,258.69,95.00,15361.00,24564.00
4.144,2025/09/20 05:28:13.958,258.33,95.00,15361.00,24564.00
4.245,2025/09/20 05:28:14.059,257.99,95.00,15361.00,24564.00
4.346,2025/09/20 05:28:14.160,257.70,95.00,15361.00,24564.00
4.446,2025/09/20 05:28:14.261,257.55,95.00,15361.00,24564.00
4.547,2025/09/20 05:28:14.361,256.10,95.00,15361.00,24564.00
4.648,2025/09/20 05:28:14.462,253.94,83.00,15361.00,24564.00
4.748,2025/09/20 05:28:14.562,254.21,83.00,15361.00,24564.00
4.848,2025/09/20 05:28:14.663,257.67,94.00,15361.00,24564.00
4.949,2025/09/20 05:28:14.763,257.55,94.00,15361.00,24564.00
5.050,2025/09/20 05:28:14.864,257.48,94.00,15361.00,24564.00
5.150,2025/09/20 05:28:14.965,257.10,94.00,15361.00,24564.00
5.251,2025/09/20 05:28:15.065,257.04,94.00,15361.00,24564.00
5.351,2025/09/20 05:28:15.166,256.99,94.00,15361.00,24564.00
5.451,2025/09/20 05:28:15.266,253.12,83.00,15361.00,24564.00
5.552,2025/09/20 05:28:15.367,253.51,83.00,15361.00,24564.00
5.653,2025/09/20 05:28:15.467,255.21,94.00,15361.00,24564.00
5.754,2025/09/20 05:28:15.568,257.63,94.00,15361.00,24564.00
5.854,2025/09/20 05:28:15.669,257.70,95.00,15361.00,24564.00
5.954,2025/09/20 05:28:15.769,257.41,95.00,15361.00,24564.00
6.055,2025/09/20 05:28:15.870,257.16,95.00,15361.00,24564.00
6.157,2025/09/20 05:28:15.970,256.89,95.00,15361.00,24564.00
6.257,2025/09/20 05:28:16.071,252.51,95.00,15361.00,24564.00
6.357,2025/09/20 05:28:16.172,253.01,95.00,15361.00,24564.00
6.458,2025/09/20 05:28:16.272,257.11,82.00,15361.00,24564.00
6.559,2025/09/20 05:28:16.373,256.97,82.00,15361.00,24564.00
6.660,2025/09/20 05:28:16.473,257.02,95.00,15361.00,24564.00
6.765,2025/09/20 05:28:16.574,257.01,94.00,15361.00,24564.00
6.866,2025/09/20 05:28:16.680,256.68,94.00,15361.00,24564.00
6.966,2025/09/20 05:28:16.781,256.72,95.00,15361.00,24564.00
7.067,2025/09/20 05:28:16.881,256.82,95.00,15361.00,24564.00
7.168,2025/09/20 05:28:16.982,253.30,83.00,15361.00,24564.00
7.267,2025/09/20 05:28:17.082,253.53,83.00,15361.00,24564.00
7.368,2025/09/20 05:28:17.183,258.41,95.00,15361.00,24564.00
7.469,2025/09/20 05:28:17.283,258.28,95.00,15361.00,24564.00
7.570,2025/09/20 05:28:17.384,258.23,95.00,15361.00,24564.00
7.669,2025/09/20 05:28:17.484,257.98,95.00,15361.00,24564.00
7.770,2025/09/20 05:28:17.585,257.67,95.00,15361.00,24564.00
7.870,2025/09/20 05:28:17.685,257.40,95.00,15361.00,24564.00
7.972,2025/09/20 05:28:17.786,257.42,95.00,15361.00,24564.00
8.072,2025/09/20 05:28:17.886,253.60,95.00,15361.00,24564.00
8.172,2025/09/20 05:28:17.987,253.84,83.00,15361.00,24564.00
8.274,2025/09/20 05:28:18.087,257.69,83.00,15361.00,24564.00
8.374,2025/09/20 05:28:18.188,257.64,94.00,15361.00,24564.00
8.474,2025/09/20 05:28:18.288,257.57,94.00,15361.00,24564.00
8.575,2025/09/20 05:28:18.389,257.58,94.00,15361.00,24564.00
8.675,2025/09/20 05:28:18.489,257.39,94.00,15361.00,24564.00
8.776,2025/09/20 05:28:18.590,257.35,95.00,15361.00,24564.00
8.876,2025/09/20 05:28:18.690,257.27,95.00,15361.00,24564.00
8.976,2025/09/20 05:28:18.791,253.59,83.00,15361.00,24564.00
9.077,2025/09/20 05:28:18.891,253.86,83.00,15361.00,24564.00
9.178,2025/09/20 05:28:18.992,258.05,94.00,15361.00,24564.00
9.278,2025/09/20 05:28:19.092,258.12,94.00,15361.00,24564.00
9.379,2025/09/20 05:28:19.193,258.05,94.00,15361.00,24564.00
9.481,2025/09/20 05:28:19.294,257.84,94.00,15361.00,24564.00
9.581,2025/09/20 05:28:19.395,257.58,95.00,15361.00,24564.00
9.682,2025/09/20 05:28:19.496,257.22,95.00,15361.00,24564.00
9.782,2025/09/20 05:28:19.597,257.25,94.00,15361.00,24564.00
9.883,2025/09/20 05:28:19.698,253.75,94.00,15361.00,24564.00
9.984,2025/09/20 05:28:19.798,254.13,83.00,15361.00,24564.00
10.085,2025/09/20 05:28:19.899,258.10,83.00,15361.00,24564.00
10.185,2025/09/20 05:28:20.000,258.13,94.00,15361.00,24564.00
10.286,2025/09/20 05:28:20.100,258.01,94.00,15361.00,24564.00
10.386,2025/09/20 05:28:20.201,257.78,94.00,15361.00,24564.00
10.487,2025/09/20 05:28:20.301,257.51,94.00,15361.00,24564.00
10.587,2025/09/20 05:28:20.402,257.47,94.00,15361.00,24564.00
10.687,2025/09/20 05:28:20.502,257.51,94.00,15361.00,24564.00
10.788,2025/09/20 05:28:20.603,254.10,83.00,15361.00,24564.00
10.889,2025/09/20 05:28:20.703,254.31,83.00,15361.00,24564.00
10.989,2025/09/20 05:28:20.804,258.06,94.00,15361.00,24564.00
11.090,2025/09/20 05:28:20.904,258.03,94.00,15361.00,24564.00
11.190,2025/09/20 05:28:21.005,257.99,94.00,15361.00,24564.00
11.291,2025/09/20 05:28:21.105,257.90,94.00,15361.00,24564.00
11.392,2025/09/20 05:28:21.206,257.67,94.00,15361.00,24564.00
11.492,2025/09/20 05:28:21.307,257.47,94.00,15361.00,24564.00
11.593,2025/09/20 05:28:21.407,254.55,85.00,15361.00,24564.00
11.694,2025/09/20 05:28:21.508,253.83,85.00,15361.00,24564.00
11.794,2025/09/20 05:28:21.608,254.07,92.00,15361.00,24564.00
11.895,2025/09/20 05:28:21.709,257.76,92.00,15361.00,24564.00
11.995,2025/09/20 05:28:21.809,257.79,94.00,15361.00,24564.00
12.095,2025/09/20 05:28:21.910,257.84,94.00,15361.00,24564.00
12.196,2025/09/20 05:28:22.011,257.65,94.00,15361.00,24564.00
12.297,2025/09/20 05:28:22.111,257.30,94.00,15361.00,24564.00
12.397,2025/09/20 05:28:22.212,257.07,94.00,15361.00,24564.00
12.500,2025/09/20 05:28:22.313,251.48,94.00,15361.00,24564.00
12.599,2025/09/20 05:28:22.414,252.38,80.00,15361.00,24564.00
12.700,2025/09/20 05:28:22.515,255.53,80.00,15361.00,24564.00
12.801,2025/09/20 05:28:22.616,256.46,94.00,15361.00,24564.00
12.902,2025/09/20 05:28:22.717,256.37,94.00,15361.00,24564.00
13.002,2025/09/20 05:28:22.817,256.07,94.00,15361.00,24564.00
13.103,2025/09/20 05:28:22.918,255.70,94.00,15361.00,24564.00
13.204,2025/09/20 05:28:23.018,255.41,94.00,15361.00,24564.00
13.304,2025/09/20 05:28:23.119,255.37,94.00,15361.00,24564.00
13.404,2025/09/20 05:28:23.219,251.65,83.00,15361.00,24564.00
13.505,2025/09/20 05:28:23.320,252.21,83.00,15361.00,24564.00
13.606,2025/09/20 05:28:23.421,258.06,94.00,15361.00,24564.00
13.706,2025/09/20 05:28:23.521,257.50,94.00,15361.00,24564.00
13.807,2025/09/20 05:28:23.622,257.46,94.00,15361.00,24564.00
13.908,2025/09/20 05:28:23.722,257.23,94.00,15361.00,24564.00
14.009,2025/09/20 05:28:23.823,256.92,94.00,15361.00,24564.00
14.109,2025/09/20 05:28:23.924,256.86,94.00,15361.00,24564.00
14.210,2025/09/20 05:28:24.024,256.97,94.00,15361.00,24564.00
14.311,2025/09/20 05:28:24.125,253.32,94.00,15361.00,24564.00
14.411,2025/09/20 05:28:24.225,253.58,83.00,15361.00,24564.00
14.511,2025/09/20 05:28:24.326,257.69,83.00,15361.00,24564.00
14.612,2025/09/20 05:28:24.426,257.29,94.00,15361.00,24564.00
14.713,2025/09/20 05:28:24.527,257.27,94.00,15361.00,24564.00
14.814,2025/09/20 05:28:24.628,257.12,94.00,15361.00,24564.00
14.913,2025/09/20 05:28:24.728,256.67,94.00,15361.00,24564.00
15.014,2025/09/20 05:28:24.829,256.71,94.00,15361.00,24564.00
15.114,2025/09/20 05:28:24.929,256.82,94.00,15361.00,24564.00
15.215,2025/09/20 05:28:25.030,253.29,83.00,15361.00,24564.00
15.315,2025/09/20 05:28:25.130,253.29,83.00,15361.00,24564.00
15.416,2025/09/20 05:28:25.231,257.18,93.00,15361.00,24564.00
15.518,2025/09/20 05:28:25.332,257.14,93.00,15361.00,24564.00
15.619,2025/09/20 05:28:25.433,257.16,94.00,15361.00,24564.00
15.719,2025/09/20 05:28:25.534,257.16,94.00,15361.00,24564.00
15.820,2025/09/20 05:28:25.634,256.67,94.00,15361.00,24564.00
15.921,2025/09/20 05:28:25.736,256.35,94.00,15361.00,24564.00
16.021,2025/09/20 05:28:25.837,256.49,93.00,15361.00,24564.00
16.122,2025/09/20 05:28:25.937,253.36,93.00,15361.00,24564.00
16.223,2025/09/20 05:28:26.038,253.69,84.00,15361.00,24564.00
16.324,2025/09/20 05:28:26.138,257.64,84.00,15361.00,24564.00
16.425,2025/09/20 05:28:26.239,257.92,94.00,15361.00,24564.00
16.525,2025/09/20 05:28:26.339,258.02,94.00,15361.00,24564.00
16.625,2025/09/20 05:28:26.440,257.69,94.00,15361.00,24564.00
16.726,2025/09/20 05:28:26.540,257.15,94.00,15361.00,24564.00
16.827,2025/09/20 05:28:26.641,256.96,94.00,15361.00,24564.00
16.927,2025/09/20 05:28:26.741,257.16,94.00,15361.00,24564.00
17.027,2025/09/20 05:28:26.842,253.70,83.00,15361.00,24564.00
17.128,2025/09/20 05:28:26.942,254.10,83.00,15361.00,24564.00
17.228,2025/09/20 05:28:27.043,257.52,94.00,15361.00,24564.00
17.329,2025/09/20 05:28:27.143,257.48,94.00,15361.00,24564.00
17.430,2025/09/20 05:28:27.244,257.44,94.00,15361.00,24564.00
17.530,2025/09/20 05:28:27.345,257.21,94.00,15361.00,24564.00
17.631,2025/09/20 05:28:27.445,256.85,94.00,15361.00,24564.00
17.731,2025/09/20 05:28:27.546,257.01,94.00,15361.00,24564.00
17.832,2025/09/20 05:28:27.646,257.23,94.00,15361.00,24564.00
17.932,2025/09/20 05:28:27.747,253.65,94.00,15361.00,24564.00
18.033,2025/09/20 05:28:27.847,254.14,83.00,15361.00,24564.00
18.133,2025/09/20 05:28:27.948,258.12,83.00,15361.00,24564.00
18.234,2025/09/20 05:28:28.049,258.31,95.00,15361.00,24564.00
18.334,2025/09/20 05:28:28.149,258.43,95.00,15361.00,24564.00
18.436,2025/09/20 05:28:28.250,258.46,94.00,15361.00,24564.00
